Token ID	Token	POS	Lemma	BN Synset
d001.s026.t002	治疗	VERB	治疗	bn:00084532v
d001.s026.t003	恶性	ADJ	恶性	bn:00106363a
d001.s026.t004	胸膜间	ADJ	胸膜间	bn:00099465a
d001.s026.t005	皮瘤	NOUN	皮瘤	bn:00099307a
d001.s026.t006	，	X	，	
d001.s026.t007	Alimta	NOUN	Alimta	bn:00046516n
d001.s026.t008	已	ADV	已	bn:00114245r
d001.s026.t009	在	X	在	
d001.s026.t010	一	X	一	
d001.s026.t011	项	NOUN	项	bn:00056816n
d001.s026.t012	主要	ADJ	主要	bn:00099598a
d001.s026.t013	研究	NOUN	研究	bn:00067280n
d001.s026.t014	中	X	中	
d001.s026.t015	对	X	对	
d001.s026.t016	456	X	456	
d001.s026.t017	名	NOUN	名	bn:00056758n
d001.s026.t018	之前	ADV	之前	bn:00114512r
d001.s026.t019	未	ADV	未	bn:00115313r
d001.s026.t020	接受	VERB	接受	bn:00082199v
d001.s026.t021	过	X	过	
d001.s026.t022	化疗	NOUN	化疗	bn:00001124n
d001.s026.t023	的	X	的	
d001.s026.t024	患者	NOUN	患者	bn:00061017n
d001.s026.t025	进行	VERB	进行	bn:00088913v
d001.s026.t026	了	X	了	
d001.s026.t027	研究	NOUN	研究	bn:00067280n
d001.s026.t028	。	X	。	
d001.s027.t001	比较	VERB	比较	bn:00085450v
d001.s027.t002	了	X	了	
d001.s027.t003	Alimta	NOUN	Alimta	bn:00006975n
d001.s027.t004	与	X	与	
d001.s027.t005	顺铂	NOUN	顺铂	bn:00075785n
d001.s027.t006	联合	ADV	联合	bn:00082868v
d001.s027.t007	治疗	VERB	治疗	bn:00084532v
d001.s027.t008	与	X	与	
d001.s027.t009	单独	ADV	单独	bn:00110423a
d001.s027.t010	使用	VERB	使用	bn:00082873v
d001.s027.t011	顺铂	NOUN	顺铂	bn:00046516n
d001.s027.t012	治疗	VERB	治疗	bn:00084532v
d001.s027.t013	的	X	的	
d001.s027.t014	效果	NOUN	效果	bn:00021961n
d001.s027.t015	。	X	。	
d001.s028.t001	在	X	在	
d001.s028.t002	非	ADJ	非	bn:00098251a
d001.s028.t003	小	ADJ	小	bn:00106058a
d001.s028.t004	细胞	NOUN	细胞	bn:00017027n
d001.s028.t005	肺癌	NOUN	肺癌	bn:00052343n
d001.s028.t006	的	X	的	
d001.s028.t007	治疗	NOUN	治疗	bn:00047235n
d001.s028.t008	方面	NOUN	方面	bn:00006382n
d001.s028.t009	，	X	，	
d001.s028.t010	一	X	一	
d001.s028.t011	项	NOUN	项	bn:00056816n
d001.s028.t012	涉及	VERB	涉及	bn:00083240v
d001.s028.t013	571	X	571	
d001.s028.t014	名	NOUN	名	bn:00056758n
d001.s028.t015	既往	ADV	既往	bn:00115147r
d001.s028.t016	接受	VERB	接受	bn:00082201v
d001.s028.t017	过	X	过	
d001.s028.t018	化疗	NOUN	化疗	bn:00001124n
d001.s028.t019	的	X	的	
d001.s028.t020	局部	ADV	局部	bn:00021395n
d001.s028.t021	晚期	ADJ	晚期	bn:00096528a
d001.s028.t022	或	X	或	
d001.s028.t023	转移性	ADJ	转移性	bn:00054585n
d001.s028.t024	疾病	NOUN	疾病	bn:00027546n
d001.s028.t025	患者	NOUN	患者	bn:00061017n
d001.s028.t026	的	X	的	
d001.s028.t027	研究	NOUN	研究	bn:00067280n
d001.s028.t028	比较	VERB	比较	bn:00085450v
d001.s028.t029	了	X	了	
d001.s028.t030	Alimta	NOUN	Alimta	bn:00046516n
d001.s028.t031	与	X	与	
d001.s028.t032	多西他赛	NOUN	多西他赛	bn:00028512n
d001.s028.t033	（	X	（	
d001.s028.t034	另	X	另	
d001.s028.t035	一	X	一	
d001.s028.t036	种	NOUN	种	bn:00073210n
d001.s028.t037	抗癌	ADJ	抗癌	bn:00097220a
d001.s028.t038	药物	NOUN	药物	bn:00028872n
d001.s028.t039	）	X	）	
d001.s028.t040	的	X	的	
d001.s028.t041	效果	NOUN	效果	bn:00021961n
d001.s028.t042	。	X	。	
d001.s029.t001	在	X	在	
d001.s029.t002	一	X	一	
d001.s029.t003	项	NOUN	项	bn:00056816n
d001.s029.t004	涉及	VERB	涉及	bn:00083240v
d001.s029.t005	1725	X	1725	
d001.s029.t006	名	NOUN	名	bn:00056758n
d001.s029.t007	过去	NOUN	过去	bn:00060927n
d001.s029.t008	未	ADV	未	bn:00114778r
d001.s029.t009	接受	VERB	接受	bn:00082199v
d001.s029.t010	过	X	过	
d001.s029.t011	化疗	NOUN	化疗	bn:00001124n
d001.s029.t012	的	X	的	
d001.s029.t013	肺癌	NOUN	肺癌	bn:00052343n
d001.s029.t014	患者	NOUN	患者	bn:00061017n
d001.s029.t015	的	X	的	
d001.s029.t016	研究	NOUN	研究	bn:00067280n
d001.s029.t017	中	X	中	
d001.s029.t018	，	X	，	
d001.s029.t019	阿利泰	NOUN	阿利泰	bn:00057971n
d001.s029.t020	还	ADV	还	bn:00115376r
d001.s029.t021	与	X	与	
d001.s029.t022	吉西他滨	NOUN	吉西他滨	bn:00028512n
d001.s029.t023	(	X	(	
d001.s029.t024	另	X	另	
d001.s029.t025	一	X	一	
d001.s029.t026	种	NOUN	种	bn:00070254n
d001.s029.t027	抗癌	ADJ	抗癌	bn:00097220a
d001.s029.t028	药	NOUN	药	bn:00054128n
d001.s029.t029	)	X	)	
d001.s029.t030	进行	VERB	进行	bn:00088913v
d001.s029.t031	了	X	了	
d001.s029.t032	比较	NOUN	比较	bn:00021303n
d001.s029.t033	，	X	，	
d001.s029.t034	两者	NOUN	两者	bn:00098723a
d001.s029.t035	都	ADV	都	bn:00114245r
d001.s029.t036	与	X	与	
d001.s029.t037	顺铂	NOUN	顺铂	bn:00046516n
d001.s029.t038	联合	ADV	联合	bn:00021901n
d001.s029.t039	使用	VERB	使用	bn:00082873v
d001.s029.t040	。	X	。	
d001.s030.t001	在	X	在	
d001.s030.t002	这	X	这	
d001.s030.t003	三	X	三	
d001.s030.t004	项	NOUN	项	bn:00056816n
d001.s030.t005	研究	NOUN	研究	bn:00067280n
d001.s030.t006	中	X	中	
d001.s030.t007	，	X	，	
d001.s030.t008	疗效	NOUN	疗效	bn:00029888n
d001.s030.t009	的	X	的	
d001.s030.t010	主要	ADJ	主要	bn:00099598a
d001.s030.t011	衡量标准	NOUN	衡量标准	bn:00054657n
d001.s030.t012	是	VERB	是	bn:00083182v
d001.s030.t013	患者	NOUN	患者	bn:00061017n
d001.s030.t014	存活	VERB	存活	bn:00082901v
d001.s030.t015	的	X	的	
d001.s030.t016	时间	NOUN	时间	bn:00077267n
d001.s030.t017	。	X	。	
d001.s031.t001	Alimta	NOUN	Alimta	bn:00026905n
d001.s031.t002	在	X	在	
d001.s031.t003	研究	NOUN	研究	bn:00067280n
d001.s031.t004	期间	NOUN	期间	bn:00061605n
d001.s031.t005	显示出	VERB	显示出	bn:00082442v
d001.s031.t006	了	X	了	
d001.s031.t007	什么	X	什么	
d001.s031.t008	益处	NOUN	益处	bn:00009905n
d001.s031.t009	？	X	？	
d001.s032.t001	Alimta	NOUN	Alimta	bn:00026905n
d001.s032.t002	延长	VERB	延长	bn:00087274v
d001.s032.t003	了	X	了	
d001.s032.t004	恶性	ADJ	恶性	bn:00106363a
d001.s032.t005	胸膜间	ADJ	胸膜间	bn:00099465a
d001.s032.t006	皮瘤	NOUN	皮瘤	bn:00099307a
d001.s032.t007	患者	NOUN	患者	bn:00061017n
d001.s032.t008	的	X	的	
d001.s032.t009	生存	NOUN	生存	bn:00030811n
d001.s032.t010	时间	NOUN	时间	bn:00029170n
d001.s032.t011	。	X	。	
d001.s033.t001	接受	VERB	接受	bn:00082198v
d001.s033.t002	Alimta	NOUN	Alimta	bn:00006975n
d001.s033.t003	和	X	和	
d001.s033.t004	顺铂	NOUN	顺铂	bn:00057971n
d001.s033.t005	治疗	NOUN	治疗	bn:00047235n
d001.s033.t006	的	X	的	
d001.s033.t007	患者	NOUN	患者	bn:00061017n
d001.s033.t008	平均	ADJ	平均	bn:00097859a
d001.s033.t009	生存	VERB	生存	bn:00087844v
d001.s033.t010	为	VERB	为	bn:00089309v
d001.s033.t011	12.1	X	12.1	
d001.s033.t012	个	NOUN	个	bn:00078738n
d001.s033.t013	月	NOUN	月	bn:00055794n
d001.s033.t014	，	X	，	
d001.s033.t015	然而	ADV	然而	bn:00114216r
d001.s033.t016	仅	ADV	仅	bn:00114626r
d001.s033.t017	接受	VERB	接受	bn:00082198v
d001.s033.t018	顺铂	NOUN	顺铂	bn:00026482n
d001.s033.t019	治疗	NOUN	治疗	bn:00047235n
d001.s033.t020	的	X	的	
d001.s033.t021	患者	NOUN	患者	bn:00061017n
d001.s033.t022	平均	ADJ	平均	bn:00097859a
d001.s033.t023	为	VERB	为	bn:00089309v
d001.s033.t024	9.3	X	9.3	
d001.s033.t025	个	NOUN	个	bn:00078738n
d001.s033.t026	月	NOUN	月	bn:00055794n
d001.s033.t027	。	X	。	
d001.s034.t001	在	X	在	
d001.s034.t002	治疗	VERB	治疗	bn:00084532v
d001.s034.t003	非	ADJ	非	bn:00098251a
d001.s034.t004	小	ADJ	小	bn:00106058a
d001.s034.t005	细胞	NOUN	细胞	bn:00017027n
d001.s034.t006	肺癌	NOUN	肺癌	bn:00052343n
d001.s034.t007	患者	NOUN	患者	bn:00061017n
d001.s034.t008	方面	NOUN	方面	bn:00006382n
d001.s034.t009	，	X	，	
d001.s034.t010	Alimta	NOUN	Alimta	bn:00006975n
d001.s034.t011	与	X	与	
d001.s034.t012	对照	ADJ	对照	bn:00097269a
d001.s034.t013	药物	NOUN	药物	bn:00028872n
d001.s034.t014	一样	ADV	一样	bn:00116284r
d001.s034.t015	有效	ADJ	有效	bn:00102038a
d001.s034.t016	。	X	。	
d001.s035.t001	对于	X	对于	
d001.s035.t002	过去	NOUN	过去	bn:00060927n
d001.s035.t003	接受	VERB	接受	bn:00082203v
d001.s035.t004	过	X	过	
d001.s035.t005	化疗	NOUN	化疗	bn:00001124n
d001.s035.t006	的	X	的	
d001.s035.t007	患者	NOUN	患者	bn:00061017n
d001.s035.t008	，	X	，	
d001.s035.t009	使用	VERB	使用	bn:00082873v
d001.s035.t010	Alimta	NOUN	Alimta	bn:00006975n
d001.s035.t011	治疗	VERB	治疗	bn:00084532v
d001.s035.t012	后	X	后	
d001.s035.t013	平均	ADJ	平均	bn:00097859a
d001.s035.t014	生存	NOUN	生存	bn:00030811n
d001.s035.t015	期	NOUN	期	bn:00061605n
d001.s035.t016	为	VERB	为	bn:00089309v
d001.s035.t017	8.3	X	8.3	
d001.s035.t018	个	NOUN	个	bn:00078738n
d001.s035.t019	月	NOUN	月	bn:00055794n
d001.s035.t020	，	X	，	
d001.s035.t021	而	ADV	而	bn:00115972r
d001.s035.t022	使用	VERB	使用	bn:00082873v
d001.s035.t023	多西他赛	NOUN	多西他赛	bn:00028512n
d001.s035.t024	治疗	VERB	治疗	bn:00084532v
d001.s035.t025	后	X	后	
d001.s035.t026	平均	ADJ	平均	bn:00097859a
d001.s035.t027	生存	NOUN	生存	bn:00030811n
d001.s035.t028	期	NOUN	期	bn:00061605n
d001.s035.t029	为	VERB	为	bn:00089309v
d001.s035.t030	7.9	X	7.9	
d001.s035.t031	个	NOUN	个	bn:00078738n
d001.s035.t032	月	NOUN	月	bn:00055794n
d001.s035.t033	。	X	。	
d001.s036.t001	对于	X	对于	
d001.s036.t002	既往	ADV	既往	bn:00115147r
d001.s036.t003	未	ADV	未	bn:00116623r
d001.s036.t004	接受	VERB	接受	bn:00082203v
d001.s036.t005	过	X	过	
d001.s036.t006	化疗	NOUN	化疗	bn:00001124n
d001.s036.t007	的	X	的	
d001.s036.t008	患者	NOUN	患者	bn:00061017n
d001.s036.t009	，	X	，	
d001.s036.t010	两	X	两	
d001.s036.t011	组	NOUN	组	bn:00025721n
d001.s036.t012	平均	ADJ	平均	bn:00097859a
d001.s036.t013	生存	NOUN	生存	bn:00030811n
d001.s036.t014	期	NOUN	期	bn:00061605n
d001.s036.t015	均	ADV	均	bn:00084611v
d001.s036.t016	为	VERB	为	bn:00089309v
d001.s036.t017	10.3	X	10.3	
d001.s036.t018	个	NOUN	个	bn:00078738n
d001.s036.t019	月	NOUN	月	bn:00055794n
d001.s036.t020	。	X	。	
d001.s037.t001	然而	ADV	然而	bn:00114216r
d001.s037.t002	，	X	，	
d001.s037.t003	在	X	在	
d001.s037.t004	这	X	这	
d001.s037.t005	两	X	两	
d001.s037.t006	项	NOUN	项	bn:00056816n
d001.s037.t007	研究	NOUN	研究	bn:00067280n
d001.s037.t008	中	X	中	
d001.s037.t009	，	X	，	
d001.s037.t010	对于	X	对于	
d001.s037.t011	癌症	NOUN	癌症	bn:00015180n
d001.s037.t012	未	ADV	未	bn:00117070r
d001.s037.t013	影响	VERB	影响	bn:00082426v
d001.s037.t014	到	X	到	
d001.s037.t015	鳞状	ADJ	鳞状	bn:00104578a
d001.s037.t016	细胞	NOUN	细胞	bn:00017027n
d001.s037.t017	的	X	的	
d001.s037.t018	患者	NOUN	患者	bn:00061017n
d001.s037.t019	，	X	，	
d001.s037.t020	接受	VERB	接受	bn:00082198v
d001.s037.t021	Alimta	NOUN	Alimta	bn:00048976n
d001.s037.t022	治疗	NOUN	治疗	bn:00047235n
d001.s037.t023	的	X	的	
d001.s037.t024	患者	NOUN	患者	bn:00061017n
d001.s037.t025	比	X	比	
d001.s037.t026	接受	VERB	接受	bn:00082198v
d001.s037.t027	对照	ADJ	对照	bn:00097269a
d001.s037.t028	药物	NOUN	药物	bn:00028872n
d001.s037.t029	治疗	NOUN	治疗	bn:00047235n
d001.s037.t030	的	X	的	
d001.s037.t031	患者	NOUN	患者	bn:00061017n
d001.s037.t032	存活	NOUN	存活	bn:00026697n
d001.s037.t033	时间	NOUN	时间	bn:00077267n
d001.s037.t034	更	ADV	更	bn:00116284r
d001.s037.t035	长	ADJ	长	bn:00106124a
d001.s037.t036	。	X	。	
d001.s038.t001	相反	ADV	相反	bn:00114842r
d001.s038.t002	，	X	，	
d001.s038.t003	癌症	NOUN	癌症	bn:00015180n
d001.s038.t004	影响	VERB	影响	bn:00082426v
d001.s038.t005	鳞状	ADJ	鳞状	bn:00104578a
d001.s038.t006	细胞	NOUN	细胞	bn:00017027n
d001.s038.t007	的	X	的	
d001.s038.t008	患者	NOUN	患者	bn:00061017n
d001.s038.t009	如果	X	如果	
d001.s038.t010	接受	VERB	接受	bn:00082198v
d001.s038.t011	Alimta	NOUN	Alimta	bn:00054841n
d001.s038.t012	治疗	NOUN	治疗	bn:00047235n
d001.s038.t013	则	ADV	则	bn:00114248r
d001.s038.t014	存活	NOUN	存活	bn:00026697n
d001.s038.t015	时间	NOUN	时间	bn:00029170n
d001.s038.t016	较	ADV	较	bn:00116284r
d001.s038.t017	短	ADJ	短	bn:00110562a
d001.s038.t018	。	X	。	
d002.s001.t001	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s001.t002	是	VERB	是	bn:00083181v
d002.s001.t003	一个	X	一个	
d002.s001.t004	基于	VERB	基于	bn:00084209v
d002.s001.t005	内容	NOUN	内容	bn:00022153n
d002.s001.t006	标记	NOUN	标记	bn:00034012n
d002.s001.t007	MathML	NOUN	MathML	bn:00070813n
d002.s001.t008	语言	NOUN	语言	bn:00049910n
d002.s001.t009	的	X	的	
d002.s001.t010	数学	NOUN	数学	bn:00053823n
d002.s001.t011	计算器	NOUN	计算器	bn:00014687n
d002.s001.t012	。	X	。	
d002.s002.t001	现在	ADV	现在	bn:00114424r
d002.s002.t002	它	X	它	
d002.s002.t003	能够	VERB	能够	bn:00096153a
d002.s002.t004	进行	VERB	进行	bn:00087628v
d002.s002.t005	简单	ADJ	简单	bn:00110649a
d002.s002.t006	的	X	的	
d002.s002.t007	MathML	NOUN	MathML	bn:00070813n
d002.s002.t008	运算	NOUN	运算	bn:00059128n
d002.s002.t009	（	X	（	
d002.s002.t010	算术的	ADJ	算术的	bn:00097495a
d002.s002.t011	和	X	和	
d002.s002.t012	逻辑的	ADJ	逻辑的	bn:00109650a
d002.s002.t013	）	X	）	
d002.s002.t014	以及	X	以及	
d002.s002.t015	表示	VERB	表示	bn:00082913v
d002.s002.t016	2D	NOUN	2D	bn:00025827n
d002.s002.t017	和	X	和	
d002.s002.t018	3D	NOUN	3D	bn:00000101n
d002.s002.t019	图形	NOUN	图形	bn:00005929n
d002.s002.t020	。	X	。	
d002.s003.t001	实际上	ADV	实际上	bn:00115252r
d002.s003.t002	，	X	，	
d002.s003.t003	不	ADV	不	bn:00057809n
d002.s003.t004	需要	VERB	需要	bn:00082822v
d002.s003.t005	了解	VERB	了解	bn:00095375v
d002.s003.t006	MathML	NOUN	MathML	bn:00046516n
d002.s003.t007	就	ADV	就	bn:00114626r
d002.s003.t008	可以	VERB	可以	bn:00096151a
d002.s003.t009	使用	VERB	使用	bn:00082711v
d002.s003.t010	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s003.t011	。	X	。	
d002.s004.t001	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s004.t002	是	VERB	是	bn:00083181v
d002.s004.t003	一个	X	一个	
d002.s004.t004	基于	VERB	基于	bn:00084209v
d002.s004.t005	MathML	NOUN	MathML	bn:00046516n
d002.s004.t006	的	X	的	
d002.s004.t007	图形	NOUN	图形	bn:00005929n
d002.s004.t008	计算器	NOUN	计算器	bn:00014687n
d002.s004.t009	。	X	。	
d002.s005.t001	尽管	X	尽管	
d002.s005.t002	它	X	它	
d002.s005.t003	最初	ADV	最初	bn:00115832r
d002.s005.t004	是	VERB	是	bn:00083181v
d002.s005.t005	面向	VERB	面向	bn:00087942v
d002.s005.t006	MathML	NOUN	MathML	bn:00046516n
d002.s005.t007	的	X	的	
d002.s005.t008	，	X	，	
d002.s005.t009	但是	ADV	但是	bn:00114216r
d002.s005.t010	现在	ADV	现在	bn:00116382r
d002.s005.t011	任何	X	任何	
d002.s005.t012	具有	VERB	具有	bn:00089241v
d002.s005.t013	少量	ADJ	少量	bn:00116212r
d002.s005.t014	数学	ADJ	数学	bn:00106488a
d002.s005.t015	知识	NOUN	知识	bn:00020452n
d002.s005.t016	的	X	的	
d002.s005.t017	人	NOUN	人	bn:00046516n
d002.s005.t018	都	ADV	都	bn:00114245r
d002.s005.t019	可以	VERB	可以	bn:00096151a
d002.s005.t020	使用	VERB	使用	bn:00082873v
d002.s005.t021	它	X	它	
d002.s005.t022	。	X	。	
d002.s006.t001	这	X	这	
d002.s006.t002	是	VERB	是	bn:00083182v
d002.s006.t003	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s006.t004	主	ADJ	主	bn:00052018n
d002.s006.t005	窗口	NOUN	窗口	bn:00081292n
d002.s006.t006	的	X	的	
d002.s006.t007	屏幕截图	NOUN	屏幕截图	bn:00045772n
d002.s007.t001	kalgebra	NOUN	kalgebra	bn:00051346n
d002.s007.t002	主窗口	NOUN	主窗口	bn:00075481n
d002.s008.t001	kalgebra	NOUN	kalgebra	bn:00002676n
d002.s008.t002	主窗口	NOUN	主窗口	bn:00024098n
d002.s008.t003	由	X	由	
d002.s008.t004	一	X	一	
d002.s008.t005	个	NOUN	个	bn:00078738n
d002.s008.t006	控制台	NOUN	控制台	bn:00022002n
d002.s008.t007	选项卡	NOUN	选项卡	bn:00048996n
d002.s008.t008	、	X	、	
d002.s008.t009	一	X	一	
d002.s008.t010	个	NOUN	个	bn:00078738n
d002.s008.t011	二维	NOUN	二维	bn:00036116n
d002.s008.t012	图形	NOUN	图形	bn:00005929n
d002.s008.t013	选项卡	NOUN	选项卡	bn:00048996n
d002.s008.t014	、	X	、	
d002.s008.t015	一个	X	一个	
d002.s008.t016	三维	NOUN	三维	bn:00036116n
d002.s008.t017	图形	NOUN	图形	bn:00005929n
d002.s008.t018	选项卡	NOUN	选项卡	bn:00048996n
d002.s008.t019	和	X	和	
d002.s008.t020	一	X	一	
d002.s008.t021	个	NOUN	个	bn:00078738n
d002.s008.t022	词典	NOUN	词典	bn:00026967n
d002.s008.t023	选项卡	NOUN	选项卡	bn:00048996n
d002.s008.t024	组成	VERB	组成	bn:00085670v
d002.s008.t025	。	X	。	
d002.s009.t001	在	X	在	
d002.s009.t002	这些	X	这些	
d002.s009.t003	选项卡	NOUN	选项卡	bn:00021395n
d002.s009.t004	下面	ADV	下面	bn:00107238a
d002.s009.t005	，	X	，	
d002.s009.t006	您	X	您	
d002.s009.t007	将	X	将	
d002.s009.t008	看到	VERB	看到	bn:00083356v
d002.s009.t009	一	X	一	
d002.s009.t010	个	NOUN	个	bn:00078738n
d002.s009.t011	输入	NOUN	输入	bn:00046850n
d002.s009.t012	字段	NOUN	字段	bn:00034274n
d002.s009.t013	，	X	，	
d002.s009.t014	您	X	您	
d002.s009.t015	可以	VERB	可以	bn:00096151a
d002.s009.t016	用	VERB	用	bn:00082711v
d002.s009.t017	它	X	它	
d002.s009.t018	来	X	来	
d002.s009.t019	输入	VERB	输入	bn:00089626v
d002.s009.t020	函数	NOUN	函数	bn:00036821n
d002.s009.t021	或	X	或	
d002.s009.t022	进行	VERB	进行	bn:00088913v
d002.s009.t023	计算	NOUN	计算	bn:00014688n
d002.s009.t024	。	X	。	
d002.s010.t001	如果	X	如果	
d002.s010.t002	我们	X	我们	
d002.s010.t003	想	VERB	想	bn:00086682v
d002.s010.t004	了解	VERB	了解	bn:00095375v
d002.s010.t005	它	X	它	
d002.s010.t006	是	VERB	是	bn:00083181v
d002.s010.t007	如何	ADV	如何	bn:00114047r
d002.s010.t008	工作	VERB	工作	bn:00095812v
d002.s010.t009	的	X	的	
d002.s010.t010	，	X	，	
d002.s010.t011	我们	X	我们	
d002.s010.t012	能	VERB	能	bn:00096153a
d002.s010.t013	做	VERB	做	bn:00087106v
d002.s010.t014	的	X	的	
d002.s010.t015	最好	ADV	最好	bn:00114536r
d002.s010.t016	的	X	的	
d002.s010.t017	事情	NOUN	事情	bn:00076919n
d002.s010.t018	就是	ADV	就是	bn:00115376r
d002.s010.t019	意识到	VERB	意识到	bn:00092443v
d002.s010.t020	我们	X	我们	
d002.s010.t021	的	X	的	
d002.s010.t022	输入	NOUN	输入	bn:00046850n
d002.s010.t023	正在	ADV	正在	bn:00115313r
d002.s010.t024	转换	VERB	转换	bn:00084784v
d002.s010.t025	成	VERB	成	bn:00083294v
d002.s010.t026	MathML	NOUN	MathML	bn:00046516n
d002.s010.t027	，	X	，	
d002.s010.t028	尽管	X	尽管	
d002.s010.t029	没有	VERB	没有	bn:00090161v
d002.s010.t030	必要	NOUN	必要	bn:00026107n
d002.s010.t031	了解	VERB	了解	bn:00095375v
d002.s010.t032	MathML	NOUN	MathML	bn:00046516n
d002.s010.t033	。	X	。	
d002.s011.t001	我	X	我	
d002.s011.t002	的	X	的	
d002.s011.t003	语法	NOUN	语法	bn:00041302n
d002.s011.t004	基本上	ADV	基本上	bn:00114508r
d002.s011.t005	是	VERB	是	bn:00083181v
d002.s011.t006	基于	VERB	基于	bn:00084209v
d002.s011.t007	常识	NOUN	常识	bn:00021113n
d002.s011.t008	的	X	的	
d002.s011.t009	，	X	，	
d002.s011.t010	对于	X	对于	
d002.s011.t011	任何	X	任何	
d002.s011.t012	人	NOUN	人	bn:00046516n
d002.s011.t013	来说	X	来说	
d002.s011.t014	这	X	这	
d002.s011.t015	都	ADV	都	bn:00114245r
d002.s011.t016	应该	VERB	应该	bn:00083357v
d002.s011.t017	不	ADV	不	bn:00057809n
d002.s011.t018	难	ADJ	难	bn:00101358a
d002.s011.t019	。	X	。	
d002.s012.t001	我	X	我	
