Token ID	Token	POS	EN Token	BN Synset
d002.s031.t011	以及	X	and	
d002.s031.t012	所有	X	everything	
d002.s031.t013	带有	V	has	bn:00088078v
d002.s031.t014	其	X	its	
d002.s031.t015	运算符	N		
d002.s031.t016	的	X		
d002.s031.t017	函数	N	operator	bn:00059141n
d002.s031.t018	。	X	.	
d002.s032.t001	kalgebra	N	kalgebra	bn:08534138n
d002.s032.t002	的	X	s	
d002.s032.t003	控制台	N	console	
d002.s032.t004	可	V	is	
d002.s032.t005	用作	V	as	bn:00082295v
d002.s032.t006	计算器	N	calculator	bn:00946167n
d002.s032.t007	。	X	.	
d002.s033.t001	这里	X	There	
d002.s033.t002	有	V	have	bn:00088078v
d002.s033.t003	一个	X	a	
d002.s033.t004	已	R		bn:00114245r
d002.s033.t005	声明	V	declared	bn:00082638v
d002.s033.t006	变量	N	variables	bn:00079583n
d002.s033.t007	的	X	the	
d002.s033.t008	列表	N	list	bn:00051508n
d002.s033.t009	。	X	.	
d002.s034.t001	通过	X	By	
d002.s034.t002	双击	V	double	
d002.s034.t003	它们	X	them	
d002.s034.t004	，	X		
d002.s034.t005	您	X	you	
d002.s034.t006	将	X	will	
d002.s034.t007	看到	V	see	bn:00084662v
d002.s034.t008	一	X	a	
d002.s034.t009	个	N		
d002.s034.t010	对话框	N	log	bn:00051831n
d002.s034.t011	，	X	lets	
d002.s034.t012	您	X	you	
d002.s034.t013	可以	V	to	
d002.s034.t014	更改	V	change	bn:00082553v
d002.s034.t015	它们	X	their	
d002.s034.t016	的	X	the	
d002.s034.t017	值	N	values	bn:00079508n
d002.s034.t018	（	X	(	
d002.s034.t019	这	X		
d002.s034.t020	只	R	just	bn:00114626r
d002.s034.t021	是	V		
d002.s034.t022	一	X	a	
d002.s034.t023	种	N		bn:00078798n
d002.s034.t024	欺骗	V	trick	bn:00088310v
d002.s034.t025	日志	N		bn:00051831n
d002.s034.t026	的	X		
d002.s034.t027	方法	N	way	bn:00001965n
d002.s034.t028	）	X	)	
d002.s034.t029	。	X	.	
d002.s035.t001	每次	R	Every	
d002.s035.t002	输入	V	enter	bn:00087679v
d002.s035.t003	表达式	N	expression	bn:00032395n
d002.s035.t004	时	X	time	
d002.s035.t005	，	X	,	
d002.s035.t006	“	X		
d002.s035.t007	”	X		
d002.s035.t008	和	X	ans	
d002.s035.t009	“	X		
d002.s035.t010	”	X		
d002.s035.t011	变量	N	variable	bn:00079583n
d002.s035.t012	值	N	value	bn:00079508n
d002.s035.t013	都会	V	will	
d002.s035.t014	更改	V	changed	bn:00082553v
d002.s035.t015	为	X	to	
d002.s035.t016	最后	A	last	bn:00100203a
d002.s035.t017	一个	X	the	
d002.s035.t018	结果	N	result	bn:00034520n
d002.s035.t019	。	X	.	
d002.s036.t001	Ctrl	N	Ctrl	bn:00020947n
d002.s036.t002	N	N	N	bn:00056688n
d002.s036.t003	新	A	New	bn:00107267a
d002.s036.t004	窗口	N	Window	bn:00081292n
d002.s037.t001	刷新	V	Flushes	
d002.s037.t002	日志	N	log	bn:00051831n
d002.s037.t003	。	X	.	
d002.s038.t001	Ctrl	N	Ctrl	bn:00020947n
d002.s038.t002	L	N	L	bn:00049538n
d002.s038.t003	加载	V	Load	bn:00090416v
d002.s038.t004	脚本	N	Script	bn:00012062n
d002.s039.t001	按	X		
d002.s039.t002	顺序	N	sequentially	bn:00059306n
d002.s039.t003	执行	V		bn:00087823v
d002.s039.t004	文件	N	file	bn:00021475n
d002.s039.t005	中	X	in	
d002.s039.t006	的	X	the	
d002.s039.t007	指令	N	instructions	bn:00020945n
d002.s039.t008	。	X	.	
d002.s040.t001	如果	X	if	
d002.s040.t002	您	X	you	
d002.s040.t003	想	V	want	bn:00086682v
d002.s040.t004	定义	V	define	bn:00086466v
d002.s040.t005	一些	A	some	bn:00110911a
d002.s040.t006	库	N	libraries	bn:00050969n
d002.s040.t007	或者	X	or	
d002.s040.t008	恢复	V	resume	bn:00092413v
d002.s040.t009	一些	A	some	bn:00110911a
d002.s040.t010	以前	A	previous	bn:00107791a
d002.s040.t011	的	X		
d002.s040.t012	工作	N	work	bn:00081568n
d002.s040.t013	，	X		
d002.s040.t014	那	R		
d002.s040.t015	就	X		
d002.s040.t016	太	R		
d002.s040.t017	好	A	Nice	bn:00107292a
d002.s040.t018	了	X		
d002.s040.t019	。	X		
d002.s041.t001	Ctrl	N	Ctrl	bn:00020947n
d002.s041.t002	G	N	G	bn:00036962n
d002.s041.t003	保存	V	Save	bn:00093281v
d002.s041.t004	脚本	N	Script	bn:00012062n
d002.s042.t001	保存	V	Saves	bn:00093281v
d002.s042.t002	您	X	you	
d002.s042.t003	自	X		
d002.s042.t004	会话	N	session	bn:03751534n
d002.s042.t005	开始	V	began	bn:00083344v
d002.s042.t006	以来	X	since	
d002.s042.t007	键入	V	typed	bn:00095295v
d002.s042.t008	的	X	the	
d002.s042.t009	指令	N	instructions	bn:00020945n
d002.s042.t010	，	X		
d002.s042.t011	以便	R		
d002.s042.t012	能够	V	able	bn:13601970v
d002.s042.t013	重复使用	V	reuse	bn:00092558v
d002.s042.t014	。	X	.	
d002.s043.t001	生成	V	Generates	bn:00084080v
d002.s043.t002	文本	N	text	bn:00076732n
d002.s043.t003	文件	N	files	bn:00021475n
d002.s043.t004	，	X	,	
d002.s043.t005	因此	R	so	
d002.s043.t006	使用	V	using	bn:00082705v
d002.s043.t007	任何	X	any	
d002.s043.t008	文本	N	text	bn:00076732n
d002.s043.t009	编辑器	N	editor	bn:00029775n
d002.s043.t010	（	X		
d002.s043.t011	如	X	like	
d002.s043.t012	Kate	N	Kate	bn:03628723n
d002.s043.t013	）	X		
d002.s043.t014	都	R		bn:00114203r
d002.s043.t015	可以	V	should	
d002.s043.t016	轻松	R	easy	bn:00115155r
d002.s043.t017	修复	V	fix	bn:00084308v
d002.s043.t018	。	X	.	
d002.s044.t001	Ctrl	N	Ctrl	bn:00020947n
d002.s044.t002	S	N	S	bn:00068673n
d002.s044.t003	保存	N	Log	bn:00051831n
d002.s044.t004	日志	N		bn:00051831n
d002.s045.t001	将	X		
d002.s045.t002	所有	X	all	
d002.s045.t003	结果	N	results	bn:00034520n
d002.s045.t004	的	X	the	
d002.s045.t005	日志	N	log	bn:00051831n
d002.s045.t006	保存	V		bn:00085644v
d002.s045.t007	到	X	into	
d002.s045.t008	HTML	N	HTML	bn:00045087n
d002.s045.t009	文件	N	file	bn:00021475n
d002.s045.t010	中	X	an	
d002.s045.t011	，	X	to	
d002.s045.t012	以便	R		
d002.s045.t013	打印	V	print	bn:00089639v
d002.s045.t014	或	X	or	
d002.s045.t015	发布	V	publish	bn:00084099v
d002.s045.t016	。	X	.	
d002.s046.t001	Ctrl	N	Ctrl	bn:00020947n
d002.s046.t002	Q	N	Q	bn:00065472n
d002.s046.t003	退出	V	Quit	bn:00084710v
d002.s047.t001	关闭	V	Shuts	bn:00085170v
d002.s047.t002	程序	N	program	bn:00021492n
d002.s047.t003	。	X	.	
d002.s048.t001	要	V	To	
d002.s048.t002	在	X	in	
d002.s048.t003	kalgebra	N	kalgebra	bn:08534138n
d002.s048.t004	上	X	on	
d002.s048.t005	添加	V	add	bn:00082317v
d002.s048.t006	新	A	new	bn:00107267a
d002.s048.t007	的	X	the	
d002.s048.t008	2D	N	2D	
d002.s048.t009	图形	N	graph	bn:00041412n
d002.s048.t010	，	X	,	
d002.s048.t011	您	X	you	
d002.s048.t012	需要	V	have	bn:00091028v
d002.s048.t013	做	V	do	bn:00087107v
d002.s048.t014	的	X	what	
d002.s048.t015	是	V	is	
d002.s048.t016	转到	V	to	bn:00088912v
d002.s048.t017	“	X	the	
d002.s048.t018	2D	N	2D	
d002.s048.t019	图形	N	Graph	bn:00041412n
d002.s048.t020	”	X		
d002.s048.t021	选项	N	tab	bn:00120018n
d002.s048.t022	，	X	and	
d002.s048.t023	然后	R		bn:00114281r
d002.s048.t024	单击	V	click	
d002.s048.t025	“	X		
d002.s048.t026	添加	V	Add	bn:00082317v
d002.s048.t027	”	X		
d002.s048.t028	选项	N	tab	bn:00120018n
d002.s048.t029	卡	N		
d002.s048.t030	以	X	to	
d002.s048.t031	添加	V	add	bn:00082317v
d002.s048.t032	新	A	new	bn:00107267a
d002.s048.t033	函数	N	function	bn:00036821n
d002.s048.t034	。	X		
d002.s049.t001	然后	R	Then	bn:00114281r
d002.s049.t002	你	X	your	
d002.s049.t003	的	X	an	
d002.s049.t004	焦点	N	focus	bn:00007023n
d002.s049.t005	将	X	will	
d002.s049.t006	转到	V	to	bn:00088912v
d002.s049.t007	输入	N	input	bn:00046850n
d002.s049.t008	文本	N	text	bn:00076732n
d002.s049.t009	框	N	box	bn:00012528n
d002.s049.t010	，	X	where	
d002.s049.t011	你	X	you	
d002.s049.t012	可以	V	can	
d002.s049.t013	在	X		
d002.s049.t014	其中	X		
d002.s049.t015	输入	V	type	bn:00095295v
d002.s049.t016	你	X	your	
d002.s049.t017	的	X		
d002.s049.t018	函数	N	function	bn:00036821n
d002.s049.t019	。	X		
d002.s050.t001	如果	X	If	
d002.s050.t002	您	X	you	
d002.s050.t003	想	V	want	bn:00086682v
d002.s050.t004	使用	V	use	bn:00082705v
d002.s050.t005	典型	A	typical	bn:00112217a
d002.s050.t006	的	X	a	
d002.s050.t007	f	N		
d002.s050.t008	(	X		
d002.s050.t009	x	N		
d002.s050.t010	)	X		
d002.s050.t011	函数	N	function	bn:00036821n
d002.s050.t012	，	X	it	
d002.s050.t013	则	R		bn:00117250r
d002.s050.t014	无需	R	necessary	bn:00117479r
d002.s050.t015	指定	V	specify	bn:00086468v
d002.s050.t016	它	X	it	
d002.s050.t017	。	X	.	
d002.s051.t001	如果	X	If	
d002.s051.t002	您	X	you	
d002.s051.t003	已经	R	have	bn:00114245r
d002.s051.t004	输入	V		bn:00089626v
d002.s051.t005	该	X	the	
d002.s051.t006	功能	N	function	bn:00036821n
d002.s051.t007	请	V		
d002.s051.t008	单击	V	on	bn:00091986v
d002.s051.t009	“	X		
d002.s051.t010	确定	A	the	bn:00096817a
d002.s051.t011	”	X		
d002.s051.t012	按钮	N	button	bn:03843242n
d002.s051.t013	以	X	in	
d002.s051.t014	在	X	the	
d002.s051.t015	主窗口	N	window	bn:00081292n
d002.s051.t016	中	X		
d002.s051.t017	显示	V	display	bn:00087013v
d002.s051.t018	图表	N	graph	bn:00041412n
d002.s051.t019	。	X	.	
d002.s052.t001	您	X	You	
d002.s052.t002	可以	V	can	
d002.s052.t003	在	X	the	
d002.s052.t004	同一	A	same	bn:00110075a
d002.s052.t005	视图	N	view	bn:00079985n
d002.s052.t006	上	X	on	
d002.s052.t007	设置	V	set	bn:00090224v
d002.s052.t008	多	A	several	bn:00110469a
d002.s052.t009	个	N		
d002.s052.t010	图表	N		bn:00041412n
d002.s052.t011	。	X	.	
d002.s053.t001	当	X	when	
d002.s053.t002	您	X	you	
d002.s053.t003	处于	V	in	
d002.s053.t004	列表	N	List	bn:00051508n
d002.s053.t005	模式	N	mode	bn:00055444n
d002.s053.t006	时	X		
d002.s053.t007	，	X		
d002.s053.t008	只	R	Just	bn:00114626r
d002.s053.t009	需	V		
d002.s053.t010	使用	V	use	bn:00082705v
d002.s053.t011	添加	V	Add	bn:00082322v
d002.s053.t012	按钮	N	button	bn:03843242n
d002.s053.t013	即可	R		
d002.s053.t014	。	X		
d002.s054.t001	您	X	You	
d002.s054.t002	可以	V	can	
d002.s054.t003	为	X		
d002.s054.t004	每	X	each	
d002.s054.t005	个	N		
d002.s054.t006	图形	N	graph	bn:00041412n
d002.s054.t007	设置	V	set	bn:00090224v
d002.s054.t008	其	X	its	
d002.s054.t009	自己	X	own	
d002.s054.t010	的	X		
d002.s054.t011	颜色	N	color	bn:00020726n
d002.s054.t012	。	X	.	
d003.s002.t001	该	X	which	
d003.s002.t002	基金会	N	Foundation	bn:00036064n
d003.s002.t003	最近	R	recently	bn:00116085r
d003.s002.t004	参与	V	involved	bn:00089893v
d003.s002.t005	组织	V	organising	bn:00091196v
d003.s002.t006	了	X		
d003.s002.t007	一	X	a	
d003.s002.t008	次	N		bn:00000443n
d003.s002.t009	应对	V	dealt	bn:00084527v
d003.s002.t010	这	X	this	
d003.s002.t011	一	X		
d003.s002.t012	严峻	A	critical	bn:00100676a
d003.s002.t013	挑战	N	challenge	bn:00017557n
d003.s002.t014	的	X	in	
d003.s002.t015	会议	N	conference	bn:00021721n
d003.s002.t016	。	X	.	
d003.s003.t001	来自	V	from	
d003.s003.t002	各	X		
d003.s003.t003	主要	A	main	bn:00099598a
d003.s003.t004	利益	N	interest	bn:00047078n
d003.s003.t005	群体	N	groups	bn:00072536n
d003.s003.t006	的	X		
d003.s003.t007	100	X	100	
d003.s003.t008	多	X		
d003.s003.t009	名	N		bn:18091809n
d003.s003.t010	参与者	N	participants	bn:00060798n
d003.s003.t011	出席	V	attended	bn:00082907v
d003.s003.t012	了	X		
d003.s003.t013	会议	N		bn:00041948n
d003.s003.t014	，	X		
d003.s003.t015	并	R		bn:00114281r
d003.s003.t016	就	X		
d003.s003.t017	公共	A	public	bn:00109211a
d003.s003.t018	当局	N	authorities	bn:00001961n
d003.s003.t019	、	X		
d003.s003.t020	社会	A	social	bn:00110842a
d003.s003.t021	伙伴	N	partners	bn:00060819n
d003.s003.t022	、	X		
d003.s003.t023	志愿者	A	voluntary	bn:00113672a
d003.s003.t024	和	X	and	
d003.s003.t025	社区	N	community	bn:00021248n
d003.s003.t026	组织	N	organisations	bn:00001423n
d003.s003.t027	以及	X	as	
d003.s003.t028	服务	N	service	bn:00070651n
d003.s003.t029	用户	N	users	bn:00079373n
d003.s003.t030	等	R		bn:00115237r
d003.s003.t031	主要	A	key	bn:00099258a
d003.s003.t032	参与者	N	actors	bn:00001177n
d003.s003.t033	的	X		
d003.s003.t034	作用	N	role	bn:00036823n
d003.s003.t035	等	R		
d003.s003.t036	问题	N	issues	bn:00047688n
d003.s003.t037	进行	V		bn:00087628v
d003.s003.t038	了	X		
d003.s003.t039	辩论	N	debated	bn:00005601n
d003.s003.t040	。	X	.	
d003.s004.t001	报告	N	reported	bn:00067181n
d003.s004.t002	显示	V	found	bn:00082811v
d003.s004.t003	，	X		
d003.s004.t004	尝试	V	attempts	bn:00082844v
d003.s004.t005	让	V		bn:00082536v
d003.s004.t006	用户	N	users	bn:00079373n
d003.s004.t007	参与	V	in	bn:00089893v
d003.s004.t008	服务	N	service	bn:00070651n
d003.s004.t009	规划	N	planning	bn:00062794n
d003.s004.t010	的	X		
d003.s004.t011	案例	N	cases	bn:00016401n
d003.s004.t012	相对	R	relatively	bn:00114784r
d003.s004.t013	较	R	be	
d003.s004.t014	少	A	few	bn:00102920a
d003.s004.t015	，	X		
d003.s004.t016	但是	R	but	bn:00114216r
d003.s004.t017	用户	N	their	
d003.s004.t018	参与	V		bn:00089893v
d003.s004.t019	服务	N	service	bn:00070651n
d003.s004.t020	提供	N	provision	bn:00064922n
d003.s004.t021	的	X		
d003.s004.t022	情况	N		bn:00016401n
d003.s004.t023	却	R		bn:00114216r
d003.s004.t024	更为	R	more	bn:00116284r
d003.s004.t025	常见	A	common	bn:00100093a
d003.s004.t026	。	X		
d003.s005.t001	还	R	also	bn:00114246r
d003.s005.t002	注意	V	Note	bn:00092541v
d003.s005.t003	到	X	of	
d003.s005.t004	公共	A	public	bn:00109211a
d003.s005.t005	福利	N	welfare	bn:00009905n
d003.s005.t006	发挥	V	played	bn:00091709v
d003.s005.t007	着	X		
d003.s005.t008	各种	A	different	bn:00113514a
d003.s005.t009	不同	A	variety	bn:00101350a
d003.s005.t010	的	X		
d003.s005.t011	作用	N		bn:00036822n
d003.s006.t001	该	X	The	
d003.s006.t002	基金会	N	Foundation	bn:00036064n
d003.s006.t003	与	X	with	
d003.s006.t004	欧盟	N	European	bn:00021127n
d003.s006.t005	委员会	N	Commission	bn:00021015n
d003.s006.t006	、	X	,	
d003.s006.t007	西班牙	A	Spanish	bn:00110978a
d003.s006.t008	社会	A	Social	bn:00110842a
d003.s006.t009	事务部	N	Affairs	bn:00001739n
d003.s006.t010	和	X	and	
d003.s006.t011	加利西亚	N	Galician	
d003.s006.t012	大区	A	regional	bn:00109624a
d003.s006.t013	政府	N	government	bn:00007299n
d003.s006.t014	联合	R	together	bn:00115794r
d003.s006.t015	举办	V		bn:00088488v
d003.s006.t016	了	X		
d003.s006.t017	一	X	a	
d003.s006.t018	次	N		bn:00000443n
d003.s006.t019	以	X		
d003.s006.t020	“	X		
d003.s006.t021	社会	N	social	bn:00110842a
d003.s006.t022	排斥	N		bn:00032152n
d003.s006.t023	：	X	:	
d003.s006.t024	公共	A	public	bn:00109211a
d003.s006.t025	福利	N	welfare	bn:00009905n
d003.s006.t026	服务	N	services	bn:00070651n
d003.s006.t027	面临	V		bn:00089244v
d003.s006.t028	的	X	a	
d003.s006.t029	重大	A	major	bn:00106332a
d003.s006.t030	挑战	N	challenge	bn:00017557n
d003.s006.t031	”	X		
d003.s006.t032	为	V		
d003.s006.t033	主题	N		bn:00074900n
d003.s006.t034	的	X		
d003.s006.t035	欧洲	A	European	bn:00102440a
d003.s006.t036	会议	N	conference	bn:00021721n
d003.s006.t037	。	X	.	
d003.s007.t001	作为	X	as	
d003.s007.t002	EPOC	N	EPOC	
d003.s007.t003	项目	N	project	bn:00064665n
d003.s007.t004	的	X		
d003.s007.t005	一部分	N	part	bn:00021395n
d003.s007.t006	，	X		
d003.s007.t007	该	X	the	
d003.s007.t008	基金会	N	Foundation	bn:00036064n
d003.s007.t009	最近	R	recently	bn:00116085r
d003.s007.t010	发布	V	published	bn:00084099v
d003.s007.t011	了	X		
d003.s007.t012	一	X	a	
d003.s007.t013	项	N		bn:00047730n
d003.s007.t014	比较	N	comparative	bn:23824760n
d003.s007.t015	研究	N	study	bn:00067181n
d003.s007.t016	，	X	which	
d003.s007.t017	该	X		
d003.s007.t018	项目	N		
d003.s007.t019	评估	V	assesses	bn:00082720v
d003.s007.t020	了	X		
d003.s007.t021	直接	A	direct	bn:00101412a
d003.s007.t022	参与	V	participation	bn:00089893v
d003.s007.t023	在	X		
d003.s007.t024	多	R		
d003.s007.t025	大	A		
d003.s007.t026	程度	N	extent	bn:00032425n
d003.s007.t027	上	X		
d003.s007.t028	可以	V	can	
d003.s007.t029	使	V		bn:00086008v
d003.s007.t030	工作	N	work	bn:00014138n
d003.s007.t031	人性化	V		
d003.s007.t032	同时	R	while	bn:00114428r
d003.s007.t033	提高	V	increasing	bn:00089667v
d003.s007.t034	盈利	N		bn:00632106n
d003.s007.t035	能力	N		bn:00000317n
d003.s007.t036	。	X		
d003.s008.t001	该	X	The	
d003.s008.t002	研究	N	study	bn:00074790n
d003.s008.t003	基于	V	based	bn:00083141v
d003.s008.t004	对	X	with	
d003.s008.t005	来自	V		
d003.s008.t006	欧洲	A	European	bn:00102440a
d003.s008.t007	15	X	fifteen	
d003.s008.t008	个	N		
d003.s008.t009	国家	N	countries	bn:00011771n
d003.s008.t010	的	X		
d003.s008.t011	国家级	A	national	bn:00107136a
d003.s008.t012	高峰	N	peak	bn:00023758n
d003.s008.t013	组织	N	organisations	bn:00001423n
d003.s008.t014	的	X	of	
d003.s008.t015	代表	V	representatives	bn:00092839v
d003.s008.t016	社会	A	social	bn:00110842a
d003.s008.t017	伙伴	N	partners	bn:00060819n
d003.s008.t018	高级	A	senior	bn:00110401a
d003.s008.t019	官员	N		bn:00036837n
d003.s008.t020	进行	V		bn:00087628v
d003.s008.t021	的	X		
d003.s008.t022	195	X	195	
d003.s008.t023	次	N		bn:00000443n
d003.s008.t024	个人	A	personal	bn:00108489a
d003.s008.t025	访谈	N	interviews	bn:00047238n
d003.s008.t026	。	X	.	
d003.s009.t001	作为	X	As	
d003.s009.t002	重要	A	important	bn:00104680a
d003.s009.t003	的	X		
d003.s009.t004	工业	A	industrial	bn:00104995a
d003.s009.t005	部门	N		bn:00027914n
d003.s009.t006	，	X	,	
d003.s009.t007	金属	N	metal	bn:00002936n
d003.s009.t008	工业	N	sector	bn:00070206n
d003.s009.t009	和	X	and	
d003.s009.t010	银行业	N	banking	bn:00008412n
d003.s009.t011	也	R	also	bn:00114246r
d003.s009.t012	被	X	were	
d003.s009.t013	纳入	V	included	bn:00089660v
d003.s009.t014	其中	X		
d003.s009.t015	。	X	.	
d003.s010.t001	社会	A	social	bn:00110842a
d003.s010.t002	排斥	N	exclusion	bn:00032152n
d003.s010.t003	会议	N	conference	bn:00021721n
d003.s010.t004	的	X		
d003.s010.t005	主要	A	Key	bn:00099598a
d003.s010.t006	发言人	N		
d003.s010.t007	有	V	were	bn:00083187v
d003.s010.t008	（	X	(	
d003.s010.t009	从	X		
d003.s010.t010	左	N	left	bn:00050521n
d003.s010.t011	到	V	to	bn:00082788v
d003.s010.t012	右	N	right	bn:00067808n
d003.s010.t013	）	X	)	
d003.s010.t014	欧盟	N	European	bn:00021127n
d003.s010.t015	委员会	N	Directorate	bn:00011651n
d003.s010.t016	就业	N	Employment	bn:00030625n
d003.s010.t017	、	X	,	
d003.s010.t018	劳资	N	Industrial	bn:00042833n
d003.s010.t019	关系	N	Relations	bn:00025569n
d003.s010.t020	和	X	and	
d003.s010.t021	社会	A	Social	bn:00110842a
d003.s010.t022	事务	N	Affairs	bn:00001738n
d003.s010.t023	司	N		
d003.s010.t024	的	X	of	
d003.s010.t025	克里斯蒂娜·洛罗	N	Weiler	
d003.s010.t026	(	X		
d003.s010.t027	Cristina	N	Cristina	
d003.s010.t028	Louro	N	Louro	
d003.s010.t029	)	X		
d003.s010.t030	、	X	,	
d003.s010.t031	欧洲	A	European	bn:00102440a
d003.s010.t032	议会	N	Parliament	bn:00060708n
d003.s010.t033	议员	N	Member	bn:00034004n
d003.s010.t034	、	X	,	
d003.s010.t035	地区	N	Regions	bn:03359468n
d003.s010.t036	高级	A	high	bn:00102158a
d003.s010.t037	委员会	N	Committee	bn:00021015n
d003.s010.t038	委员	N		bn:00021030n
d003.s010.t039	费尔南多·戈麦斯	N		
d003.s010.t040	(	X		
d003.s010.t041	Fernando	N	Fernando	
d003.s010.t042	Gomes	N	Gomes	
d003.s010.t043	)	X		
d003.s010.t044	、	X	,	
d003.s010.t045	欧洲	A		bn:00102440a
d003.s010.t046	议会	N		bn:00060708n
d003.s010.t047	议员	N		bn:00034004n
d003.s010.t048	、	X	,	
d003.s010.t049	欧洲	A	European	bn:00102440a
d003.s010.t050	议会	N	Parliament	bn:00060708n
d003.s010.t051	副主席	N	Vice-President	bn:00079435n
d003.s010.t052	何塞·玛丽亚·吉尔·罗夫莱斯	N		
d003.s010.t053	(	X		
d003.s010.t054	José	N	José	
d003.s010.t055	Maria	N	Maria	
d003.s010.t056	Gil	N		
d003.s010.t057	-	X		
d003.s010.t058	Robles	N		
d003.s010.t059	)	X		
d003.s010.t060	和	X	and	
d003.s010.t061	经济	A	Economic	bn:00102001a
d003.s010.t062	和	X	and	
d003.s010.t063	社会	A	Social	bn:00110842a
d003.s010.t064	委员会	N		
d003.s010.t065	委员	N		
d003.s010.t066	约翰·卡罗尔	N		
d003.s010.t067	(	X		
d003.s010.t068	John	N	John	
d003.s010.t069	Carroll	N	Carroll	
d003.s010.t070	)	X		
d003.s010.t071	。	X	.	
d003.s011.t001	案例	N	Case	bn:00016401n
d003.s011.t002	研究	N	Studies	bn:00074790n
d003.s011.t003	每	X	Each	
d003.s011.t004	一	X	a	
d003.s011.t005	份	N		bn:00077944n
d003.s011.t006	国家	A	national	bn:00107136a
d003.s011.t007	报告	N	report	bn:00067181n
d003.s011.t008	都	R		bn:00114203r
d003.s011.t009	包含	V	contains	bn:00085499v
d003.s011.t010	25	X	25	
d003.s011.t011	至	X	and	
d003.s011.t012	30	X	30	
d003.s011.t013	项	N		bn:00047730n
d003.s011.t014	举措	N		bn:00034797n
d003.s011.t015	，	X	which	
d003.s011.t016	这些	X		
d003.s011.t017	举措	N		bn:00034797n
d003.s011.t018	最	R	best	
d003.s011.t019	好	A		
d003.s011.t020	地	X		
d003.s011.t021	介绍	V	present	bn:00090234v
d003.s011.t022	了	X		
d003.s011.t023	改善	V	improve	bn:00082573v
d003.s011.t024	工作	N	work	bn:00014138n
d003.s011.t025	地点	N	place	bn:00051760n
d003.s011.t026	和	X	and	
d003.s011.t027	社区	N	community	bn:00021248n
d003.s011.t028	中	X		
d003.s011.t029	老龄	A	ageing	bn:00096649a
d003.s011.t030	工人	N	workers	bn:00081593n
d003.s011.t031	的	X	the	
d003.s011.t032	招聘	N	recruitment	bn:00030933n
d003.s011.t033	、	X		
d003.s011.t034	培训	N	training	bn:00041853n
d003.s011.t035	和	X	and	
d003.s011.t036	发展	N	development	bn:00026695n
d003.s011.t037	的	X		
d003.s011.t038	政策	N	policies	bn:00063329n
d003.s011.t039	和	X	and	
d003.s011.t040	实践	N	practices	bn:00061054n
d003.s011.t041	。	X		
d003.s012.t001	对于	X	For	
d003.s012.t002	每个	X	each	
d003.s012.t003	国家	N	country	bn:00011771n
d003.s012.t004	，	X	,	
d003.s012.t005	我们	X		
d003.s012.t006	选取	V	selected	bn:00084931v
d003.s012.t007	了	X		
d003.s012.t008	两	X	two	
d003.s012.t009	到	X	or	
d003.s012.t010	三	X	three	
d003.s012.t011	个	N		
d003.s012.t012	举措	N		bn:00034797n
d003.s012.t013	进行	V	for	bn:00087628v
d003.s012.t014	进一步	A	further	bn:00102794a
d003.s012.t015	深入的	A		bn:00101045a
d003.s012.t016	案例	N	case	bn:00016401n
d003.s012.t017	研究	N	study	bn:00074790n
d003.s012.t018	。	X	.	
d003.s013.t001	这些	X	These	
d003.s013.t002	案例	N	studies	bn:00074790n
d003.s013.t003	研究	N	case	bn:00016401n
