es001.s001.t003	es001.s001.t003	bn:00108977a						
es001.s001.t004	es001.s001.t004	bn:00028015n	bn:00028017n					
es001.s001.t006	es001.s001.t006	bn:00082392v	bn:00086822v	bn:00092916v				
es001.s001.t008	es001.s001.t008	bn:00067181n	wiki:informe					
es001.s001.t009	es001.s001.t009	bn:00109211a	bn:00109212a					
es001.s001.t010	es001.s001.t010	bn:00102440a						
es001.s001.t012	es001.s001.t012	bn:00005120n	bn:00031972n					
es001.s002.t004	es001.s002.t004	bn:00087869v	bn:00087870v					
es001.s002.t007	es001.s002.t007	bn:00021015n	wiki:comité					
es001.s002.t007	es001.s002.t012	bn:00302314n						
es001.s002.t009	es001.s002.t009	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s002.t011	es001.s002.t011	bn:00030627n	bn:00079370n					
es001.s002.t012	es001.s002.t012	bn:00104385a						
es001.s002.t014	es001.s002.t014	bn:00302314n						
es001.s002.t017	es001.s002.t017	bn:00082720v						
es001.s002.t019	es001.s002.t019	bn:00074790n						
es001.s002.t020	es001.s002.t020	bn:00082225v	bn:00082311v	bn:00087107v				
es001.s002.t023	es001.s002.t023	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s002.t025	es001.s002.t025	bn:00084099v	bn:00086535v					
es001.s002.t027	es001.s002.t027	bn:00066562n						
es001.s002.t030	es001.s002.t030	bn:00030627n	bn:00036822n					
es001.s003.t002	es001.s003.t002	bn:00086682v	bn:00086684v					
es001.s003.t003	es001.s003.t003	bn:00116285r						
es001.s003.t004	es001.s003.t004	bn:00046705n	wiki:información					
es001.s003.t007	es001.s003.t007	bn:00002171n	bn:00027546n	bn:00045952n	bn:00071428n	wiki:enfermedad		
es001.s003.t010	es001.s003.t010	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s003.t013	es001.s003.t013	bn:00110075a						
es001.s003.t016	es001.s003.t016	bn:00082418v						
es001.s003.t018	es001.s003.t018	bn:00092424v	bn:00092432v					
es001.s003.t020	es001.s003.t020	bn:02573503n	wiki:prospecto					
es001.s003.t022	es001.s003.t022	bn:00085499v	bn:00089660v	bn:00089662v				
es001.s003.t028	es001.s003.t028	bn:00082821v	bn:00092261v					
es001.s003.t031	es001.s003.t031	bn:00027976n	bn:00054116n	wiki:médico				
es001.s003.t034	es001.s003.t034	bn:00004992n	wiki:boticario	wiki:farmacéutico				
es001.s004.t002	es001.s004.t002	bn:00086682v	bn:00086684v	bn:00095628v				
es001.s004.t003	es001.s004.t003	bn:00116285r						
es001.s004.t004	es001.s004.t004	bn:00046705n	wiki:información					
es001.s004.t007	es001.s004.t007	bn:00008786n						
es001.s004.t013	es001.s004.t013	bn:00083141v						
es001.s004.t015	es001.s004.t015	bn:00066562n						
es001.s004.t017	es001.s004.t017	bn:00302314n						
es001.s004.t020	es001.s004.t020	bn:00082418v						
es001.s004.t022	es001.s004.t022	bn:00092424v	bn:00092432v					
es001.s004.t024	es001.s004.t024	bn:00005601n	wiki:debate					
es001.s004.t025	es001.s004.t025	bn:00110175a						
es001.s004.t027	es001.s004.t027	bn:00114246r						
es001.s004.t028	es001.s004.t028	bn:00085499v	bn:00089660v	bn:00089662v				
es001.s005.t003	es001.s005.t003	bn:00602447n						
es001.s006.t001	es001.s006.t001	bn:00602447n						
es001.s006.t004	es001.s006.t004	bn:00063926n						
es001.s006.t009	es001.s006.t009	bn:00090556v						
es001.s006.t011	es001.s006.t011	bn:00072760n	wiki:disolución					
es001.s006.t013	es001.s006.t013	bn:00061571n						
es001.s006.t015	es001.s006.t015	bn:00028771n						
es001.s006.t017	es001.s006.t017	bn:00057343n	bn:00079681n	wiki:vena				
es001.s007.t001	es001.s007.t001	bn:00085499v						
es001.s007.t003	es001.s007.t004	bn:00377649n	wiki:fármaco					
es001.s007.t004	es001.s007.t004	bn:00096382a	bn:00096387a					
es001.s007.t005	es001.s007.t005	bn:00602447n						
es001.s008.t004	es001.s008.t004	bn:00082705v	bn:00089140v					
es001.s008.t005	es001.s008.t005	bn:00602447n						
es001.s009.t001	es001.s009.t001	bn:00602447n						
es001.s009.t003	es001.s009.t003	bn:00087644v						
es001.s009.t006	es001.s009.t006	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s009.t009	es001.s009.t009	bn:00035907n	bn:00073211n	bn:00078798n	bn:00078799n	wiki:tipo_nomenclatural		
es001.s009.t011	es001.s009.t011	bn:00015180n	wiki:cáncer					
es001.s009.t013	es001.s009.t013	bn:00054512n	wiki:mesotelioma					
es001.s009.t014	es001.s009.t014	bn:00108692a						
es001.s009.t016	es001.s009.t016	bn:00015180n	wiki:cáncer					
es001.s009.t018	es001.s009.t018	bn:00020185n	wiki:recubrimiento					
es001.s009.t021	es001.s009.t021	bn:00052341n	wiki:pulmón					
es001.s009.t022	es001.s009.t022	bn:00084069v	bn:00084699v					
es001.s009.t023	es001.s009.t023	bn:00114634r	bn:00114778r					
es001.s009.t026	es001.s009.t026	bn:00032375n						
es001.s009.t028	es001.s009.t028	bn:00006236n	wiki:asbesto					
es001.s010.t001	es001.s010.t001	bn:00602447n						
es001.s010.t003	es001.s010.t003	bn:00082365v						
es001.s010.t005	es001.s010.t005	bn:00020872n	bn:00020878n	bn:00020884n				
es001.s010.t007	es001.s010.t007	bn:00577781n	wiki:cisplatino					
es001.s010.t010	es001.s010.t010	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s010.t013	es001.s010.t013	bn:00015180n	wiki:cáncer					
es001.s010.t017	es001.s010.t017	bn:00057267n	wiki:tumor					
es001.s010.t019	es001.s010.t019	bn:00116348r						
es001.s010.t026	es001.s010.t026	bn:00087923v						
es001.s010.t027	es001.s010.t027	bn:00114234r						
es001.s010.t029	es001.s010.t029	bn:00059129n	wiki:cirugía					
es001.s010.t034	es001.s010.t034	bn:00106363a						
es001.s010.t039	es001.s010.t039	bn:00087063v						
es001.s010.t043	es001.s010.t043	bn:00105981a	bn:00105982a	bn:00105984a				
es001.s010.t046	es001.s010.t046	bn:00087063v						
es001.s010.t047	es001.s010.t047	bn:00115155r	bn:00115181r					
es001.s010.t051	es001.s010.t051	bn:00027912n	bn:00070193n	wiki:segmento				
es001.s010.t051	es001.s010.t053	bn:00011769n						
es001.s010.t053	es001.s010.t053	bn:00003882n	bn:00011744n	wiki:cuerpo_(anatomía)	wiki:cuerpo_humano			
es001.s010.t057	es001.s010.t057	bn:00061017n	wiki:paciente					
es001.s010.t059	es001.s010.t059	bn:00116360r						
es001.s010.t061	es001.s010.t061	bn:00089246v						
es001.s010.t062	es001.s010.t062	bn:00018141n	wiki:quimioterapia					
es001.s010.t064	es001.s010.t064	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s010.t067	es001.s010.t067	bn:00015180n	wiki:cáncer					
es001.s010.t069	es001.s010.t069	bn:00114297r	bn:00114512r					
es001.s010.t071	es001.s010.t071	bn:00015180n	wiki:cáncer					
es001.s010.t071	es001.s010.t073	bn:00052343n	wiki:cáncer_de_pulmón					
es001.s010.t073	es001.s010.t073	bn:00052341n	wiki:pulmón					
es001.s010.t076	es001.s010.t076	bn:00054742n						
es001.s010.t078	es001.s010.t078	bn:00096528a						
es001.s010.t080	es001.s010.t080	bn:00054585n	wiki:metástasis					
es001.s010.t082	es001.s010.t082	bn:00116360r						
es001.s010.t083	es001.s010.t083	bn:00082426v	bn:00082427v					
es001.s010.t086	es001.s010.t086	bn:00017027n	wiki:célula					
es001.s011.t001	es001.s011.t001	bn:00602447n						
es001.s011.t003	es001.s011.t003	bn:00082705v	bn:00089140v					
es001.s011.t005	es001.s011.t005	bn:00020872n	bn:00020878n	bn:00020884n				
es001.s011.t007	es001.s011.t007	bn:00577781n	wiki:cisplatino					
es001.s011.t009	es001.s011.t009	bn:00061017n	wiki:paciente					
es001.s011.t011	es001.s011.t011	bn:00116360r						
es001.s011.t014	es001.s011.t014	bn:00084532v	bn:00087136v					
es001.s011.t015	es001.s011.t015	bn:00114297r	bn:00114512r					
es001.s011.t018	es001.s011.t018	bn:00749648n						
es001.s011.t020	es001.s011.t020	bn:00061017n	wiki:paciente					
es001.s011.t024	es001.s011.t024	bn:00084532v	bn:00087136v					
es001.s011.t025	es001.s011.t025	bn:00114297r	bn:00114512r					
es001.s011.t028	es001.s011.t028	bn:00035907n	bn:00073211n	bn:00078798n	bn:00078799n	wiki:tipo_nomenclatural		
es001.s011.t030	es001.s011.t030	bn:00018141n	wiki:quimioterapia					
es001.s012.t002	es001.s012.t002	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s012.t003	es001.s012.t003	bn:00114234r						
es001.s012.t005	es001.s012.t005	bn:00082365v						
es001.s012.t007	es001.s012.t007	bn:00064195n	bn:03877095n	wiki:receta_de_cocina				
es001.s012.t007	es001.s012.t008	bn:00031708n	wiki:medicamento	wiki:prescripción_(medicina)				
es001.s012.t008	es001.s012.t008	bn:00106554a	bn:00106555a					
es001.s013.t003	es001.s013.t003	bn:00082705v						
es001.s013.t004	es001.s013.t004	bn:00602447n						
es001.s014.t001	es001.s014.t001	bn:00602447n						
es001.s014.t002	es001.s014.t002	bn:00114234r						
es001.s014.t004	es001.s014.t004	bn:00082365v						
es001.s014.t007	es001.s014.t007	bn:00059908n						
es001.s014.t010	es001.s014.t010	bn:00027976n	bn:00028003n	bn:00054116n	wiki:doctor_en_medicina	wiki:médico		
es001.s014.t011	es001.s014.t011	bn:00092243v						
es001.s014.t014	es001.s014.t014	bn:00030627n	bn:00036822n	bn:00079370n				
es001.s014.t016	es001.s014.t016	bn:00018141n	wiki:quimioterapia					
es001.s014.t019	es001.s014.t019	bn:00015180n	wiki:cáncer					
es001.s015.t002	es001.s015.t002	bn:00028320n	wiki:dosis					
es001.s015.t003	es001.s015.t003	bn:00082418v						
es001.s015.t005	es001.s015.t005	bn:00602447n						
es001.s015.t009	es001.s015.t009	bn:00054701n	wiki:órdenes_de_magnitud_(masa)					
es001.s015.t011	es001.s015.t011	bn:00052501n	wiki:metro					
es001.s015.t011	es001.s015.t012	bn:00017102n	wiki:metro_cuadrado					
es001.s015.t012	es001.s015.t012	bn:00111084a						
es001.s015.t014	es001.s015.t014	bn:00005518n	bn:00075374n	bn:08288117n	wiki:superficie_(física)	wiki:área	wiki:área#área_de_superficies_curvas	
es001.s015.t014	es001.s015.t015	bn:03551355n	wiki:área_de_superficie_corporal					
es001.s015.t015	es001.s015.t015	bn:00098648a						
es001.s015.t017	es001.s015.t017	bn:00084373v						
es001.s015.t020	es001.s015.t020	bn:00043545n	wiki:estatura					
es001.s015.t023	es001.s015.t023	bn:00011779n	bn:00080831n	wiki:peso	wiki:peso#el_peso_de_un_ser_humano			
es001.s015.t025	es001.s015.t025	bn:00061017n	wiki:paciente					
es001.s016.t002	es001.s016.t002	bn:00082365v						
es001.s016.t004	es001.s016.t004	bn:00019848n						
es001.s016.t007	es001.s016.t007	bn:00043484n	wiki:semana					
es001.s016.t009	es001.s016.t009	bn:00061571n						
es001.s016.t010	es001.s016.t010	bn:00102230a						
es001.s016.t013	es001.s016.t013	bn:00055094n	wiki:minuto					
es001.s017.t003	es001.s017.t003	bn:00030721n						
es001.s017.t005	es001.s017.t005	bn:00082125v	bn:00084079v					
es001.s017.t007	es001.s017.t007	bn:00021961n	bn:00046065n					
es001.s017.t007	es001.s017.t008	bn:00071445n	bn:00450782n	bn:00686074n	wiki:reacción_adversa_a_medicamento			
es001.s017.t008	es001.s017.t008	bn:00110247a	bn:00110248a	bn:00110249a				
es001.s017.t011	es001.s017.t011	bn:00061017n	wiki:paciente					
es001.s017.t013	es001.s017.t013	bn:00089246v						
es001.s017.t015	es001.s017.t015	bn:00001507n	wiki:corticosteroide					
es001.s017.t017	es001.s017.t017	bn:00000902n	wiki:ácido					
es001.s017.t017	es001.s017.t018	bn:00035585n	wiki:ácido_fólico					
es001.s017.t021	es001.s017.t021	bn:00035907n	bn:00073211n	bn:00078798n	bn:00078799n	wiki:tipo_nomenclatural		
es001.s017.t023	es001.s017.t023	bn:00080147n	wiki:vitamina					
es001.s017.t027	es001.s017.t027	bn:00046787n	wiki:inyección_(medicina)					
es001.s017.t029	es001.s017.t029	bn:00080147n	wiki:vitamina					
es001.s017.t029	es001.s017.t030	bn:00004712n	wiki:cianocobalamina					
es001.s017.t033	es001.s017.t033	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s017.t035	es001.s017.t035	bn:00602447n						
es001.s018.t002	es001.s018.t002	bn:00602447n						
es001.s018.t004	es001.s018.t004	bn:00082705v	bn:00089140v					
es001.s018.t005	es001.s018.t005	bn:00114766r						
es001.s018.t007	es001.s018.t007	bn:00577781n	wiki:cisplatino					
es001.s018.t010	es001.s018.t010	bn:00082365v						
es001.s018.t011	es001.s018.t011	bn:00114134r	bn:00114246r	bn:00115484r				
es001.s018.t013	es001.s018.t013	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s018.t015	es001.s018.t015	bn:00004656n	wiki:antiemético					
es001.s018.t019	es001.s018.t019	bn:00088454v	bn:00090033v					
es001.s018.t021	es001.s018.t021	bn:00027565n	wiki:regurgitación	wiki:vómito				
es001.s018.t024	es001.s018.t024	bn:00051471n	bn:00051473n					
es001.s018.t027	es001.s018.t027	bn:00088454v	bn:00090033v					
es001.s018.t029	es001.s018.t029	bn:00025982n	bn:00025983n	wiki:deshidratación				
es001.s018.t035	es001.s018.t035	bn:00028320n	wiki:dosis					
es001.s018.t037	es001.s018.t037	bn:00577781n	wiki:cisplatino					
es001.s019.t002	es001.s019.t002	bn:00107194a						
es001.s019.t005	es001.s019.t005	bn:00083908v	bn:00083995v					
es001.s019.t007	es001.s019.t007	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s019.t010	es001.s019.t010	bn:00084079v	bn:00086418v					
es001.s019.t012	es001.s019.t012	bn:00028320n	wiki:dosis					
es001.s019.t015	es001.s019.t015	bn:00061017n	wiki:paciente					
es001.s019.t017	es001.s019.t017	bn:00087013v	bn:00088078v					
es001.s019.t018	es001.s019.t018	bn:00003125n	bn:00017651n					
es001.s019.t024	es001.s019.t024	bn:00103595a						
es001.s019.t025	es001.s019.t025	bn:00021961n	bn:00046065n					
es001.s019.t025	es001.s019.t026	bn:00071445n	bn:00450782n	bn:00686074n	wiki:reacción_adversa_a_medicamento			
es001.s019.t026	es001.s019.t026	bn:00110247a	bn:00110248a	bn:00110249a				
es001.s020.t001	es001.s020.t001	bn:00116360r						
es001.s020.t003	es001.s020.t003	bn:00082418v	bn:00085410v					
es001.s020.t004	es001.s020.t004	bn:00082365v						
es001.s020.t005	es001.s020.t005	bn:00602447n						
es001.s020.t007	es001.s020.t007	bn:00061017n	wiki:paciente					
es001.s020.t009	es001.s020.t009	bn:00002171n	bn:00048242n					
es001.s020.t010	es001.s020.t010	bn:00107226a						
es001.s020.t011	es001.s020.t011	bn:00106826a	bn:00106827a					
es001.s020.t013	es001.s020.t013	bn:00100896a						
es001.s021.t002	es001.s021.t002	bn:00086682v	bn:00086684v					
es001.s021.t003	es001.s021.t003	bn:00116285r						
es001.s021.t004	es001.s021.t004	bn:00046705n	wiki:información					
es001.s021.t006	es001.s021.t006	bn:00085686v						
es001.s021.t008	es001.s021.t008	bn:00031259n	bn:00075142n					
es001.s021.t011	es001.s021.t011	bn:00017747n	bn:00017761n	bn:00017762n				
es001.s021.t013	es001.s021.t013	bn:00064584n	bn:00064585n					
es001.s021.t016	es001.s021.t016	bn:00114246r						
es001.s021.t017	es001.s021.t017	bn:00085670v						
es001.s021.t018	es001.s021.t018	bn:00027912n	bn:00070193n	wiki:segmento				
es001.s022.t002	es001.s022.t002	bn:00082286v						
es001.s022.t003	es001.s022.t003	bn:00602447n						
es001.s023.t002	es001.s023.t003	bn:00377649n	wiki:fármaco					
es001.s023.t003	es001.s023.t003	bn:00096382a	bn:00096387a					
es001.s023.t005	es001.s023.t005	bn:00602447n						
es001.s023.t008	es001.s023.t008	bn:00602447n						
es001.s023.t012	es001.s023.t012	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s023.t013	es001.s023.t013	bn:00024920n	wiki:citotoxicidad					
es001.s023.t016	es001.s023.t016	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s023.t018	es001.s023.t018	bn:00086698v	bn:00086699v	bn:00090134v				
es001.s023.t020	es001.s023.t020	bn:00017027n	wiki:célula					
es001.s023.t024	es001.s023.t024	bn:00025966n	bn:00061898n					
es001.s023.t026	es001.s023.t026	bn:00027913n	bn:00027920n	bn:00070547n				
es001.s023.t030	es001.s023.t030	bn:00099180a						
es001.s023.t033	es001.s023.t033	bn:00083389v						
es001.s023.t035	es001.s023.t035	bn:00041942n						
es001.s023.t039	es001.s023.t039	bn:00004691n	wiki:antimetabolito					
es001.s024.t003	es001.s024.t003	bn:00004257n	bn:00009677n	wiki:ser_vivo				
es001.s024.t006	es001.s024.t006	bn:00602447n						
es001.s024.t008	es001.s024.t008	bn:00085761v	bn:00085768v					
es001.s024.t011	es001.s024.t011	bn:00035908n	wiki:forma_musical					
es001.s024.t012	es001.s024.t012	bn:00096382a	bn:00096387a					
es001.s024.t014	es001.s024.t014	bn:00083629v	bn:00083630v	bn:00083636v	bn:00083642v			
es001.s024.t016	es001.s024.t016	bn:00001173n						
es001.s024.t019	es001.s024.t019	bn:00031085n	wiki:enzima					
es001.s024.t021	es001.s024.t021	bn:00087628v	bn:00087677v					
es001.s024.t024	es001.s024.t024	bn:00064590n						
es001.s024.t027	es001.s024.t027	bn:00008788n	wiki:nucleótido					
es001.s024.t030	es001.s024.t030	bn:00021396n						
es001.s024.t031	es001.s024.t031	bn:00099258a	bn:00102400a	bn:00102401a				
es001.s024.t033	es001.s024.t033	bn:00026301n	wiki:ácido_desoxirribonucleico					
es001.s024.t036	es001.s024.t036	bn:00067714n	bn:08320185n	wiki:arn	wiki:ácido_ribonucleico			
es001.s024.t039	es001.s024.t039	bn:00053801n						
es001.s024.t039	es001.s024.t040	bn:00037738n	wiki:genoma					
es001.s024.t040	es001.s024.t040	bn:00103522a						
es001.s024.t043	es001.s024.t043	bn:00017027n	wiki:célula					
es001.s025.t002	es001.s025.t002	bn:00035907n	bn:00073211n	bn:00078798n				
es001.s025.t004	es001.s025.t004	bn:00030952n	bn:00074790n					
es001.s025.t007	es001.s025.t007	bn:00082225v	bn:00082311v	bn:00087107v				
es001.s025.t009	es001.s025.t009	bn:00602447n						
es001.s026.t005	es001.s026.t005	bn:00083240v						
es001.s026.t007	es001.s026.t007	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s026.t009	es001.s026.t009	bn:00054512n	wiki:mesotelioma					
es001.s026.t010	es001.s026.t010	bn:00108692a						
es001.s026.t011	es001.s026.t011	bn:00106363a						
es001.s026.t013	es001.s026.t013	bn:00602447n						
es001.s026.t016	es001.s026.t016	bn:00082720v						
es001.s026.t019	es001.s026.t019	bn:00030952n	bn:00067181n	bn:00074790n	wiki:informe			
es001.s026.t020	es001.s026.t020	bn:00098086a	bn:00105809a	bn:00106332a				
es001.s026.t021	es001.s026.t021	bn:00082225v	bn:00082311v	bn:00087107v	bn:00087108v			
es001.s026.t024	es001.s026.t024	bn:00061017n	wiki:paciente					
es001.s026.t026	es001.s026.t026	bn:00116360r						
es001.s026.t028	es001.s026.t028	bn:00089246v						
es001.s026.t029	es001.s026.t029	bn:00018141n	wiki:quimioterapia					
es001.s026.t030	es001.s026.t030	bn:00114297r	bn:00114423r					
es001.s027.t002	es001.s027.t002	bn:00085450v						
es001.s027.t004	es001.s027.t004	bn:00021961n	bn:00046065n					
es001.s027.t006	es001.s027.t006	bn:00602447n						
es001.s027.t008	es001.s027.t008	bn:00020872n	bn:00020878n	bn:00020884n				
es001.s027.t010	es001.s027.t010	bn:00577781n	wiki:cisplatino					
es001.s027.t013	es001.s027.t013	bn:00021961n	bn:00046065n					
es001.s027.t015	es001.s027.t015	bn:00577781n	wiki:cisplatino					
es001.s027.t016	es001.s027.t016	bn:00082365v						
es001.s027.t018	es001.s027.t018	bn:00106121a						
es001.s028.t004	es001.s028.t004	bn:00047235n	bn:00076843n	wiki:tratamiento_(medicina)				
es001.s028.t004	es001.s028.t006	bn:01853831n						
es001.s028.t004	es001.s028.t008	bn:08342574n	wiki:tratamiento_del_cáncer_de_pulmón					
es001.s028.t006	es001.s028.t006	bn:00015180n	wiki:cáncer					
es001.s028.t006	es001.s028.t008	bn:00052343n	wiki:cáncer_de_pulmón					
es001.s028.t008	es001.s028.t008	bn:00052341n	wiki:pulmón					
es001.s028.t010	es001.s028.t010	bn:00054742n						
es001.s028.t013	es001.s028.t013	bn:00085450v						
es001.s028.t015	es001.s028.t015	bn:00021961n	bn:00046065n					
es001.s028.t017	es001.s028.t017	bn:00602447n						
es001.s028.t021	es001.s028.t021	bn:01537207n	wiki:docetaxel					
es001.s028.t024	es001.s028.t024	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
es001.s028.t027	es001.s028.t027	bn:00015180n	wiki:cáncer					
es001.s028.t031	es001.s028.t031	bn:00030952n	bn:00067181n	bn:00074790n	wiki:informe			
es001.s028.t032	es001.s028.t032	bn:00082225v	bn:00082311v	bn:00087107v	bn:00087108v			
es001.s028.t035	es001.s028.t035	bn:00061017n	wiki:paciente					
es001.s028.t037	es001.s028.t037	bn:00002171n	bn:00027546n	bn:00045952n	bn:00071428n	wiki:enfermedad		
es001.s028.t039	es001.s028.t039	bn:00088478v						
es001.s028.t041	es001.s028.t041	bn:00054585n	wiki:metástasis					
es001.s028.t044	es001.s028.t044	bn:00089246v						
es001.s028.t045	es001.s028.t045	bn:00018141n	wiki:quimioterapia					
es001.s028.t046	es001.s028.t046	bn:00114297r	bn:00114512r					
es001.s029.t001	es001.s029.t001	bn:00602447n						
es001.s029.t002	es001.s029.t002	bn:00114246r						
es001.s029.t004	es001.s029.t004	bn:00085450v						
es001.s029.t006	es001.s029.t006	bn:00848690n	wiki:gemcitabina					
es001.s029.t009	es001.s029.t009	bn:00031708n	bn:00054128n	bn:00061887n	wiki:medicamento	wiki:prescripción_(medicina)		
