Token ID	Token	Lemma	POS	Sense
d002.s052.t002	can		X	n/a
d002.s052.t003	set	set	V	bn:00090224v
d002.s052.t004	several	several	J	bn:00110469a
d002.s052.t005	graphs	graph	N	bn:00041412n
d002.s052.t006	on		X	n/a
d002.s052.t007	the		X	n/a
d002.s052.t008	same	same	J	bn:00110075a
d002.s052.t009	view	view	N	bn:00079985n
d002.s052.t010	.		X	n/a
d003.s002.t001	Over		X	n/a
d003.s002.t002	100		X	n/a
d003.s002.t003	participants	participant	N	bn:00060798n
d003.s002.t004	from		X	n/a
d003.s002.t005	the		X	n/a
d003.s002.t006	main	main	J	bn:00099598a
d003.s002.t007	interest	interest	N	bn:00047078n
d003.s002.t008	groups	group	N	bn:00072536n
d003.s002.t009	attended	attend	V	bn:00082907v
d003.s002.t010	and		X	n/a
d003.s002.t011	debated	debate	V	bn:00086341v
d003.s002.t012	issues	issue	N	bn:00047688n
d003.s002.t013	such	such	R	n/a
d003.s002.t014	as	as	R	n/a
d003.s002.t015	the		X	n/a
d003.s002.t016	role	role	N	bn:00036823n
d003.s002.t017	of		X	n/a
d003.s002.t018	key	key	J	bn:00099258a
d003.s002.t019	actors	actor	N	bn:00001177n
d003.s002.t020	including	include	V	bn:00089660v
d003.s002.t021	public	public	J	bn:00109211a
d003.s002.t022	authorities	authority	N	bn:00001961n
d003.s002.t023	,		X	n/a
d003.s002.t024	social	social	J	bn:00110842a
d003.s002.t025	partners	partner	N	n/a
d003.s002.t026	,		X	n/a
d003.s002.t027	voluntary	voluntary	J	bn:00113672a
d003.s002.t028	and		X	n/a
d003.s002.t029	community	community	N	bn:00021248n
d003.s002.t030	organisations	organisation	N	bn:00001423n
d003.s002.t031	as	as	R	n/a
d003.s002.t032	well	well	R	n/a
d003.s002.t033	as		X	n/a
d003.s002.t034	service	service	N	bn:00070651n
d003.s002.t035	users	user	N	bn:00079373n
d003.s002.t036	.		X	n/a
d003.s003.t001	There		X	n/a
d003.s003.t002	were	be	V	n/a
d003.s003.t003	relatively	relatively	R	bn:00114784r
d003.s003.t004	few	few	J	bn:00102920a
d003.s003.t005	cases	case	N	bn:00016401n
d003.s003.t006	reported	report	V	bn:00092825v
d003.s003.t007	of		X	n/a
d003.s003.t008	attempts	attempt	N	bn:00007011n
d003.s003.t009	to		X	n/a
d003.s003.t010	involve	involve	V	bn:00089893v
d003.s003.t011	users	user	N	bn:00079373n
d003.s003.t012	in		X	n/a
d003.s003.t013	service	service	N	bn:00070651n
d003.s003.t014	planning	planning	N	bn:00062794n
d003.s003.t015	but		X	n/a
d003.s003.t016	their		X	n/a
d003.s003.t017	involvement	involvement	N	bn:00030844n
d003.s003.t018	in		X	n/a
d003.s003.t019	service	service	N	bn:00070651n
d003.s003.t020	provision	provision	N	bn:00064922n
d003.s003.t021	was	be	V	n/a
d003.s003.t022	found	find	V	bn:00082811v
d003.s003.t023	to		X	n/a
d003.s003.t024	be	be	V	n/a
d003.s003.t025	more	more	R	bn:00116284r
d003.s003.t026	common	common	J	bn:00100093a
d003.s003.t027	.		X	n/a
d003.s004.t001	Note	note	N	bn:00058145n
d003.s004.t002	was	be	V	n/a
d003.s004.t003	also	also	R	bn:00114246r
d003.s004.t004	taken	take	V	n/a
d003.s004.t005	of		X	n/a
d003.s004.t006	the		X	n/a
d003.s004.t007	variety	variety	N	bn:00027862n
d003.s004.t008	of		X	n/a
d003.s004.t009	different	different	J	bn:00101350a
d003.s004.t010	roles	role	N	bn:00036823n
d003.s004.t011	played	play	V	bn:00091709v
d003.s004.t012	by		X	n/a
d003.s004.t013	public	public	J	bn:00109211a
d003.s004.t014	welfare	welfare	N	bn:00009905n
d003.s005.t001	The		X	n/a
d003.s005.t002	Foundation	foundation	N	bn:00036064n
d003.s005.t003	organised	organise	N	n/a
d003.s005.t004	,		X	n/a
d003.s005.t005	together	together	R	bn:00115794r
d003.s005.t006	with		X	n/a
d003.s005.t007	the		X	n/a
d003.s005.t008	European	european	J	bn:00102440a
d003.s005.t009	Commission	commission	N	bn:00021015n
d003.s005.t010	,		X	n/a
d003.s005.t011	the		X	n/a
d003.s005.t012	Spanish	spanish	J	bn:00110978a
d003.s005.t013	Ministry	ministry	N	bn:00055180n
d003.s005.t014	of		X	n/a
d003.s005.t015	Social	social	J	bn:00110842a
d003.s005.t016	Affairs	affairs	N	bn:00001739n
d003.s005.t017	and		X	n/a
d003.s005.t018	the		X	n/a
d003.s005.t019	Galician	galician	J	n/a
d003.s005.t020	regional	regional	J	bn:00109624a
d003.s005.t021	government	government	N	bn:00007299n
d003.s005.t022	,		X	n/a
d003.s005.t023	a		X	n/a
d003.s005.t024	European	european	J	bn:00102440a
d003.s005.t025	conference	conference	N	bn:00021721n
d003.s005.t026	on		X	n/a
d003.s005.t027	social	social	J	bn:00110842a
d003.s005.t028	exclusion	exclusion	N	bn:00032152n
d003.s005.t029	:		X	n/a
d003.s005.t030	a		X	n/a
d003.s005.t031	major	major	J	bn:00106332a
d003.s005.t032	challenge	challenge	N	bn:00017557n
d003.s005.t033	for		X	n/a
d003.s005.t034	public	public	J	bn:00109211a
d003.s005.t035	welfare	welfare	N	bn:00009905n
d003.s005.t036	services	service	N	bn:00070651n
d003.s005.t037	.		X	n/a
d003.s006.t001	The		X	n/a
d003.s006.t002	Foundation	foundation	N	bn:00036064n
d003.s006.t003	recently	recently	R	bn:00116085r
d003.s006.t004	published	publish	V	bn:00084099v
d003.s006.t005	a		X	n/a
d003.s006.t006	comparative	comparative	J	bn:00100121a
d003.s006.t007	study	study	N	bn:00067181n
d003.s006.t008	as		X	n/a
d003.s006.t009	part	part	N	bn:00027912n
d003.s006.t010	of		X	n/a
d003.s006.t011	the		X	n/a
d003.s006.t012	EPOC	epoc	N	n/a
d003.s006.t013	project	project	N	bn:00064665n
d003.s006.t014	which		X	n/a
d003.s006.t015	assesses	assess	V	bn:00082720v
d003.s006.t016	the		X	n/a
d003.s006.t017	extent	extent	N	bn:00032425n
d003.s006.t018	to		X	n/a
d003.s006.t019	which		X	n/a
d003.s006.t020	direct	direct	J	bn:00101412a
d003.s006.t021	participation	participation	N	bn:00030844n
d003.s006.t022	can		X	n/a
d003.s006.t023	humanise	humanise	V	bn:00089511v
d003.s006.t024	work	work	N	bn:00014138n
d003.s006.t025	while		X	n/a
d003.s006.t026	increasing	increase	V	bn:00089667v
d003.s006.t027	profitability	profitability	N	bn:00037027n
d003.s006.t028	.		X	n/a
d003.s007.t001	The		X	n/a
d003.s007.t002	study	study	N	bn:00074790n
d003.s007.t003	is	be	V	n/a
d003.s007.t004	based	base	V	bn:00083141v
d003.s007.t005	on		X	n/a
d003.s007.t006	195		X	n/a
d003.s007.t007	personal	personal	J	bn:00108489a
d003.s007.t008	interviews	interview	N	bn:00047238n
d003.s007.t009	with		X	n/a
d003.s007.t010	senior	senior	J	bn:00110401a
d003.s007.t011	officials	official	N	bn:00036837n
d003.s007.t012	of		X	n/a
d003.s007.t013	the		X	n/a
d003.s007.t014	social	social	J	bn:00110842a
d003.s007.t015	partners	partner	N	n/a
d003.s007.t016	as		X	n/a
d003.s007.t017	representatives	representative	N	bn:00047203n
d003.s007.t018	of		X	n/a
d003.s007.t019	national	national	J	bn:00107136a
d003.s007.t020	level	level	N	bn:00041239n
d003.s007.t021	peak	peak	N	n/a
d003.s007.t022	organisations	organisation	N	bn:00001423n
d003.s007.t023	in		X	n/a
d003.s007.t024	fifteen	fifteen	J	bn:00095923a
d003.s007.t025	European	european	J	bn:00102440a
d003.s007.t026	countries	country	N	bn:00011771n
d003.s007.t027	.		X	n/a
d003.s008.t001	As		X	n/a
d003.s008.t002	important	important	J	bn:00104680a
d003.s008.t003	industrial	industrial	J	bn:00104995a
d003.s008.t004	sectors	sector	N	bn:00070206n
d003.s008.t005	,		X	n/a
d003.s008.t006	the		X	n/a
d003.s008.t007	metal	metal	N	bn:00002936n
d003.s008.t008	industry	industry	N	bn:00046575n
d003.s008.t009	and		X	n/a
d003.s008.t010	the		X	n/a
d003.s008.t011	banking	banking	N	bn:00008412n
d003.s008.t012	sector	sector	N	bn:00070206n
d003.s008.t013	were	be	V	n/a
d003.s008.t014	also	also	R	bn:00114246r
d003.s008.t015	included	include	V	bn:00089660v
d003.s008.t016	.		X	n/a
d003.s009.t001	Key	key	N	n/a
d003.s009.t002	speakers	speaker	N	bn:00073170n
d003.s009.t003	at		X	n/a
d003.s009.t004	the		X	n/a
d003.s009.t005	social	social	J	bn:00110842a
d003.s009.t006	exclusion	exclusion	N	bn:00032152n
d003.s009.t007	conference	conference	N	bn:00021721n
d003.s009.t008	were	be	V	n/a
d003.s009.t009	(		X	n/a
d003.s009.t010	left	left	N	bn:00050521n
d003.s009.t011	to		X	n/a
d003.s009.t012	right	right	N	bn:00067808n
d003.s009.t013	)		X	n/a
d003.s009.t014	Cristina	cristina	N	n/a
d003.s009.t015	Louro	louro	N	n/a
d003.s009.t016	,		X	n/a
d003.s009.t017	Employment	employment	N	bn:00030625n
d003.s009.t018	,		X	n/a
d003.s009.t019	Industrial	industrial	J	bn:00104995a
d003.s009.t020	Relations	relations	N	bn:00025569n
d003.s009.t021	and		X	n/a
d003.s009.t022	Social	social	J	bn:00110842a
d003.s009.t023	Affairs	affair	N	bn:00001738n
d003.s009.t024	Directorate	directorate	N	bn:00011651n
d003.s009.t025	,		X	n/a
d003.s009.t026	European	european	J	bn:00102440a
d003.s009.t027	Commission	commission	N	bn:00021015n
d003.s009.t028	Fernando	fernando	N	n/a
d003.s009.t029	Gomes	gomes	N	n/a
d003.s009.t030	,		X	n/a
d003.s009.t031	a		X	n/a
d003.s009.t032	high	high	J	bn:00102158a
d003.s009.t033	degree	degree	N	n/a
d003.s009.t034	of		X	n/a
d003.s009.t035	Committee	committee	N	bn:00021015n
d003.s009.t036	of		X	n/a
d003.s009.t037	the		X	n/a
d003.s009.t038	Regions	region	N	bn:03359468n
d003.s009.t039	Barbara	barbara	N	n/a
d003.s009.t040	Weiler	weiler	N	n/a
d003.s009.t041	,		X	n/a
d003.s009.t042	Member	member	N	bn:00034004n
d003.s009.t043	of		X	n/a
d003.s009.t044	the		X	n/a
d003.s009.t045	European	european	J	bn:00102440a
d003.s009.t046	Parliament	parliament	N	bn:00060708n
d003.s009.t047	JosÃ©	josÃ©	N	n/a
d003.s009.t048	Maria	Maria	N	n/a
d003.s009.t049	Gil-Robles	gil-robles	N	n/a
d003.s009.t050	,		X	n/a
d003.s009.t051	Vice-President	vice-president	N	bn:00079435n
d003.s009.t052	,		X	n/a
d003.s009.t053	European	european	J	bn:00102440a
d003.s009.t054	Parliament	parliament	N	bn:00060708n
d003.s009.t055	and	and	N	n/a
d003.s009.t056	John	john	N	n/a
d003.s009.t057	Carroll	carroll	N	n/a
d003.s009.t058	,		X	n/a
d003.s009.t059	Economic	economic	J	bn:00102001a
d003.s009.t060	and		X	n/a
d003.s009.t061	Social	social	J	bn:00110842a
d003.s009.t062	Committee	committee	N	bn:00021015n
d003.s009.t063	.		X	n/a
d003.s010.t001	Case	case	N	bn:00016401n
d003.s010.t002	Studies	study	N	bn:00074790n
d003.s010.t003	Each		X	n/a
d003.s010.t004	national	national	J	bn:00107136a
d003.s010.t005	report	report	N	bn:00067181n
d003.s010.t006	contains	contain	V	bn:00085499v
d003.s010.t007	a		X	n/a
d003.s010.t008	portfolio	portfolio	N	bn:00063673n
d003.s010.t009	of		X	n/a
d003.s010.t010	between		X	n/a
d003.s010.t011	25		X	n/a
d003.s010.t012	and		X	n/a
d003.s010.t013	30		X	n/a
d003.s010.t014	initiatives	initiative	N	bn:00034797n
d003.s010.t015	which		X	n/a
d003.s010.t016	best	good	J	n/a
d003.s010.t017	present	present	V	bn:00090234v
d003.s010.t018	policies	policy	N	bn:00063329n
d003.s010.t019	and		X	n/a
d003.s010.t020	practices	practice	N	bn:00061054n
d003.s010.t021	to		X	n/a
d003.s010.t022	improve	improve	V	bn:00082573v
d003.s010.t023	the		X	n/a
d003.s010.t024	recruitment	recruitment	N	bn:00030933n
d003.s010.t025	,		X	n/a
d003.s010.t026	training	training	N	bn:00041853n
d003.s010.t027	and		X	n/a
d003.s010.t028	development	development	N	bn:00026695n
d003.s010.t029	of		X	n/a
d003.s010.t030	ageing	age	V	bn:00082449v
d003.s010.t031	workers	worker	N	bn:00081593n
d003.s010.t032	in		X	n/a
d003.s010.t033	both		X	n/a
d003.s010.t034	the		X	n/a
d003.s010.t035	work	work	N	bn:00014138n
d003.s010.t036	place	place	N	bn:00051760n
d003.s010.t037	and		X	n/a
d003.s010.t038	the		X	n/a
d003.s010.t039	community	community	N	bn:00021248n
d003.s010.t040	.		X	n/a
d003.s011.t001	For		X	n/a
d003.s011.t002	each		X	n/a
d003.s011.t003	country	country	N	bn:00011771n
d003.s011.t004	,		X	n/a
d003.s011.t005	two		X	n/a
d003.s011.t006	or		X	n/a
d003.s011.t007	three		X	n/a
d003.s011.t008	initiatives	initiative	N	bn:00034797n
d003.s011.t009	have	have	V	n/a
d003.s011.t010	been	be	V	n/a
d003.s011.t011	selected	select	V	bn:00084931v
d003.s011.t012	for		X	n/a
d003.s011.t013	further	further	J	bn:00102794a
d003.s011.t014	in		X	n/a
d003.s011.t015	depth	depth	N	bn:00026418n
d003.s011.t016	case	case	N	bn:00016401n
d003.s011.t017	study	study	N	bn:00074790n
d003.s011.t018	.		X	n/a
d003.s012.t001	These		X	n/a
d003.s012.t002	case	case	N	bn:00016401n
d003.s012.t003	studies	study	N	bn:00074790n
d003.s012.t004	analysed	analyse	V	bn:00082596v
d003.s012.t005	the		X	n/a
d003.s012.t006	background	background	N	bn:00007783n
d003.s012.t007	of		X	n/a
d003.s012.t008	the		X	n/a
d003.s012.t009	initiatives	initiative	N	bn:00034797n
d003.s012.t010	,		X	n/a
d003.s012.t011	their		X	n/a
d003.s012.t012	impact	impact	N	bn:00030709n
d003.s012.t013	on		X	n/a
d003.s012.t014	employment	employment	N	bn:00030626n
d003.s012.t015	patterns	pattern	N	bn:00061054n
d003.s012.t016	and		X	n/a
d003.s012.t017	work	work	N	bn:00014138n
d003.s012.t018	organisations	organisation	N	bn:00001423n
d003.s012.t019	and		X	n/a
d003.s012.t020	assessed	assess	V	bn:00082720v
d003.s012.t021	the		X	n/a
d003.s012.t022	benefits	benefit	N	bn:00037022n
d003.s012.t023	and		X	n/a
d003.s012.t024	problems	problem	N	bn:00048242n
d003.s012.t025	of		X	n/a
d003.s012.t026	the		X	n/a
d003.s012.t027	initiative	initiative	N	bn:00034797n
d003.s012.t028	.		X	n/a
d003.s013.t001	Visits	visit	N	bn:00080113n
d003.s013.t002	and		X	n/a
d003.s013.t003	interviews	interview	N	bn:00047238n
d003.s013.t004	with		X	n/a
d003.s013.t005	key	key	J	bn:00099258a
d003.s013.t006	personnel	personnel	N	bn:00035770n
d003.s013.t007	were	be	V	n/a
d003.s013.t008	also	also	R	bn:00114246r
d003.s013.t009	undertaken	undertake	V	bn:00082906v
d003.s013.t010	.		X	n/a
d003.s014.t001	These		X	n/a
d003.s014.t002	national	national	J	bn:00107136a
d003.s014.t003	studies	study	N	bn:00074790n
d003.s014.t004	will		X	n/a
d003.s014.t005	form	form	V	bn:00085670v
d003.s014.t006	the		X	n/a
d003.s014.t007	basis	basis	N	bn:00008790n
d003.s014.t008	of		X	n/a
d003.s014.t009	a		X	n/a
d003.s014.t010	European	european	J	bn:00102440a
d003.s014.t011	report	report	N	bn:00067181n
d003.s014.t012	which		X	n/a
d003.s014.t013	synthesises	synthesise	V	bn:00094713v
d003.s014.t014	overall	overall	J	bn:00108083a
d003.s014.t015	practices	practice	N	bn:00061054n
d003.s014.t016	.		X	n/a
d003.s015.t001	The		X	n/a
d003.s015.t002	report	report	N	bn:00067181n
d003.s015.t003	and		X	n/a
d003.s015.t004	a		X	n/a
d003.s015.t005	case	case	N	bn:00016401n
d003.s015.t006	book	book	N	bn:00012059n
d003.s015.t007	of		X	n/a
d003.s015.t008	initiatives	initiative	N	bn:00034797n
d003.s015.t009	will		X	n/a
d003.s015.t010	be	be	V	n/a
d003.s015.t011	published	publish	V	bn:00084099v
d003.s015.t012	in		X	n/a
d003.s015.t013	1996		X	n/a
d003.s015.t014	and		X	n/a
d003.s015.t015	provide	provide	V	bn:00084692v
d003.s015.t016	the		X	n/a
d003.s015.t017	backdrop	backdrop	N	n/a
d003.s015.t018	for		X	n/a
d003.s015.t019	a		X	n/a
d003.s015.t020	conference	conference	N	bn:00021721n
d003.s015.t021	to		X	n/a
d003.s015.t022	be	be	V	n/a
d003.s015.t023	staged	stage	V	bn:00082779v
d003.s015.t024	in		X	n/a
d003.s015.t025	Autumn	autumn	N	bn:00007406n
d003.s015.t026	,		X	n/a
d003.s015.t027	1996		X	n/a
d003.s015.t028	.		X	n/a
d003.s016.t001	The		X	n/a
d003.s016.t002	Foundation	foundation	N	bn:00036064n
d003.s016.t003	aims	aim	V	bn:00082486v
d003.s016.t004	to		X	n/a
d003.s016.t005	document	document	V	bn:00087137v
d003.s016.t006	the		X	n/a
d003.s016.t007	characteristics	characteristic	N	bn:00017761n
d003.s016.t008	of		X	n/a
d003.s016.t009	age	age	N	bn:00001936n
d003.s016.t010	barriers	barrier	N	bn:00008714n
d003.s016.t011	in		X	n/a
d003.s016.t012	job	job	N	bn:00014138n
d003.s016.t013	recruitment	recruitment	N	bn:00030933n
d003.s016.t014	and		X	n/a
d003.s016.t015	training	training	N	bn:00041853n
d003.s016.t016	and		X	n/a
d003.s016.t017	to		X	n/a
d003.s016.t018	analyse	analyse	V	bn:00082596v
d003.s016.t019	their		X	n/a
d003.s016.t020	causes	cause	N	bn:00016850n
d003.s016.t021	.		X	n/a
d003.s017.t001	The		X	n/a
d003.s017.t002	perspectives	perspective	N	bn:00061746n
d003.s017.t003	of		X	n/a
d003.s017.t004	the		X	n/a
d003.s017.t005	social	social	J	bn:00110842a
d003.s017.t006	partners	partner	N	n/a
d003.s017.t007	is	be	V	n/a
d003.s017.t008	also	also	R	bn:00114246r
d003.s017.t009	being	be	V	n/a
d003.s017.t010	examined	examine	V	bn:00082596v
d003.s017.t011	,		X	n/a
d003.s017.t012	with		X	n/a
d003.s017.t013	particular	particular	J	bn:00102398a
d003.s017.t014	attention	attention	N	bn:00007020n
d003.s017.t015	paid	pay	V	bn:00086761v
d003.s017.t016	to		X	n/a
d003.s017.t017	proposals	proposal	N	bn:00064776n
d003.s017.t018	for		X	n/a
d003.s017.t019	removing	remove	V	bn:00088783v
d003.s017.t020	age	age	N	bn:00001936n
d003.s017.t021	barriers	barrier	N	bn:00008714n
d003.s017.t022	.		X	n/a
d003.s018.t001	Thirdly	thirdly	R	bn:00117283r
d003.s018.t002	,		X	n/a
d003.s018.t003	the		X	n/a
d003.s018.t004	project	project	N	bn:00064665n
d003.s018.t005	documents	document	N	n/a
d003.s018.t006	and		X	n/a
d003.s018.t007	assesses	assess	V	bn:00082720v
d003.s018.t008	initiatives	initiative	N	bn:00034797n
d003.s018.t009	,		X	n/a
d003.s018.t010	in		X	n/a
d003.s018.t011	both		X	n/a
d003.s018.t012	the		X	n/a
d003.s018.t013	public	public	J	bn:00109211a
d003.s018.t014	and		X	n/a
d003.s018.t015	private	private	J	bn:00104973a
d003.s018.t016	sectors	sector	N	bn:00070206n
d003.s018.t017	which		X	n/a
d003.s018.t018	combat	combat	N	n/a
d003.s018.t019	age	age	N	bn:00001936n
d003.s018.t020	barriers	barrier	N	bn:00008714n
d003.s018.t021	,		X	n/a
d003.s018.t022	especially	especially	R	bn:00115235r
d003.s018.t023	for		X	n/a
d003.s018.t024	older	old	J	bn:00096644a
d003.s018.t025	workers	worker	N	bn:00081593n
d003.s018.t026	.		X	n/a
d003.s019.t001	Seeking	seek	V	bn:00090460v
d003.s019.t002	alternatives	alternative	N	bn:00003132n
d003.s019.t003	to		X	n/a
d003.s019.t004	early	early	J	bn:00101935a
d003.s019.t005	retirement	retirement	N	bn:00067456n
d003.s019.t006	and		X	n/a
d003.s019.t007	redundancy	redundancy	N	bn:00066743n
d003.s019.t008	,		X	n/a
d003.s019.t009	the		X	n/a
d003.s019.t010	project	project	N	bn:00064665n
d003.s019.t011	is	be	V	n/a
d003.s019.t012	primarily	primarily	R	bn:00114714r
d003.s019.t013	concerned	concern	V	bn:00083240v
d003.s019.t014	with		X	n/a
d003.s019.t015	the		X	n/a
d003.s019.t016	retention	retention	N	bn:00044396n
d003.s019.t017	,		X	n/a
d003.s019.t018	reintegration	reintegrate	V	bn:00092717v
d003.s019.t019	and		X	n/a
