Token ID	Token	Lemma	POS	Sense
d003.s019.t020	retraining	retrain	V	bn:00092953v
d003.s019.t021	of		X	n/a
d003.s019.t022	older	old	J	bn:00096644a
d003.s019.t023	workers	worker	N	bn:00081593n
d003.s019.t024	.		X	n/a
d003.s020.t001	The		X	n/a
d003.s020.t002	gender	gender	N	bn:00037634n
d003.s020.t003	and		X	n/a
d003.s020.t004	ethnic	ethnic	J	bn:00100762a
d003.s020.t005	backgrounds	background	N	bn:00007781n
d003.s020.t006	of		X	n/a
d003.s020.t007	workers	worker	N	bn:00081593n
d003.s020.t008	and		X	n/a
d003.s020.t009	how		X	n/a
d003.s020.t010	these		X	n/a
d003.s020.t011	relate	relate	V	bn:00082868v
d003.s020.t012	to		X	n/a
d003.s020.t013	age	age	N	bn:00001936n
d003.s020.t014	discrimination	discrimination	N	bn:00027538n
d003.s020.t015	are	be	V	n/a
d003.s020.t016	examined	examine	V	bn:00082596v
d003.s020.t017	.		X	n/a
d003.s021.t001	The		X	n/a
d003.s021.t002	project	project	N	bn:00064665n
d003.s021.t003	also	also	R	bn:00114246r
d003.s021.t004	considers	consider	V	bn:00085648v
d003.s021.t005	initiatives	initiative	N	bn:00034797n
d003.s021.t006	to		X	n/a
d003.s021.t007	combat	combat	V	n/a
d003.s021.t008	age	age	N	bn:00001936n
d003.s021.t009	discrimination	discrimination	N	bn:00027538n
d003.s021.t010	in		X	n/a
d003.s021.t011	rural	rural	J	bn:00109998a
d003.s021.t012	areas	area	N	bn:00005513n
d003.s021.t013	and		X	n/a
d003.s021.t014	in		X	n/a
d003.s021.t015	small	small	J	bn:00106773a
d003.s021.t016	and		X	n/a
d003.s021.t017	medium	medium	J	n/a
d003.s021.t018	sized	sized	J	n/a
d003.s021.t019	enterprises	enterprise	N	bn:00021286n
d003.s021.t020	.		X	n/a
d004.s001.t001	This		X	n/a
d004.s001.t002	document	document	N	bn:00028015n
d004.s001.t003	is	be	V	n/a
d004.s001.t004	a		X	n/a
d004.s001.t005	summary	summary	N	bn:00075142n
d004.s001.t006	of		X	n/a
d004.s001.t007	the		X	n/a
d004.s001.t008	European	european	J	bn:00102440a
d004.s001.t009	Public	public	J	bn:00109211a
d004.s001.t010	Assessment	assessment	N	bn:00005120n
d004.s001.t011	Report	report	N	bn:00067181n
d004.s001.t012	.		X	n/a
d004.s002.t001	It		X	n/a
d004.s002.t002	explains	explain	V	bn:00087869v
d004.s002.t003	how		X	n/a
d004.s002.t004	the		X	n/a
d004.s002.t005	Committee	committee	N	bn:00021015n
d004.s002.t006	for		X	n/a
d004.s002.t007	Medicinal	medicinal	J	bn:00106556a
d004.s002.t008	Products	product	N	bn:00064584n
d004.s002.t009	for		X	n/a
d004.s002.t010	Veterinary	veterinary	N	bn:00079883n
d004.s002.t011	Use	use	N	bn:00030627n
d004.s002.t012	(		X	n/a
d004.s002.t013	CVMP	cvmp	N	n/a
d004.s002.t014	)		X	n/a
d004.s002.t015	assessed	assess	V	bn:00082720v
d004.s002.t016	the		X	n/a
d004.s002.t017	studies	study	N	bn:00074790n
d004.s002.t018	performed	perform	V	bn:00087107v
d004.s002.t019	,		X	n/a
d004.s002.t020	to		X	n/a
d004.s002.t021	reach	reach	V	bn:00088789v
d004.s002.t022	their		X	n/a
d004.s002.t023	recommendations	recommendation	N	bn:00066562n
d004.s002.t024	on		X	n/a
d004.s002.t025	how		X	n/a
d004.s002.t026	to		X	n/a
d004.s002.t027	use	use	V	bn:00082705v
d004.s002.t028	the		X	n/a
d004.s002.t029	medicine	medicine	N	bn:00054128n
d004.s002.t030	.		X	n/a
d004.s003.t001	What		X	n/a
d004.s003.t002	is	be	V	n/a
d004.s003.t003	Cerenia	cerenia	N	bn:00923812n
d004.s003.t004	?		X	n/a
d004.s004.t001	Cerenia	cerenia	N	bn:00923812n
d004.s004.t002	contains	contain	V	bn:00085499v
d004.s004.t003	the		X	n/a
d004.s004.t004	active	active	J	bn:00096387a
d004.s004.t005	substance	substance	N	bn:00074985n
d004.s004.t006	maropitant	maropitant	N	bn:00923812n
d004.s004.t007	and		X	n/a
d004.s004.t008	is	be	V	n/a
d004.s004.t009	available	available	J	bn:00097846a
d004.s004.t010	as		X	n/a
d004.s004.t011	tablet	tablet	N	bn:00052222n
d004.s004.t012	or		X	n/a
d004.s004.t013	as		X	n/a
d004.s004.t014	solution	solution	N	bn:00072760n
d004.s004.t015	for		X	n/a
d004.s004.t016	injection	injection	N	bn:00046787n
d004.s004.t017	.		X	n/a
d004.s005.t001	The		X	n/a
d004.s005.t002	tablets	tablet	N	bn:00052222n
d004.s005.t003	are	be	V	n/a
d004.s005.t004	pale-orange	pale-orange	J	n/a
d004.s005.t005	and		X	n/a
d004.s005.t006	have	have	V	bn:00088078v
d004.s005.t007	a		X	n/a
d004.s005.t008	score	score	N	bn:00069754n
d004.s005.t009	line	line	N	bn:00023645n
d004.s005.t010	on		X	n/a
d004.s005.t011	both		X	n/a
d004.s005.t012	sides	side	N	bn:00032604n
d004.s005.t013	so	so	R	bn:00117049r
d004.s005.t014	that		X	n/a
d004.s005.t015	they		X	n/a
d004.s005.t016	can		X	n/a
d004.s005.t017	be	be	V	n/a
d004.s005.t018	halved	halve	V	bn:00089157v
d004.s005.t019	.		X	n/a
d004.s006.t001	Each		X	n/a
d004.s006.t002	tablet	tablet	N	bn:00052222n
d004.s006.t003	is	be	V	n/a
d004.s006.t004	marked	mark	V	bn:00090663v
d004.s006.t005	with		X	n/a
d004.s006.t006	the		X	n/a
d004.s006.t007	Pfizer	pfizer	N	bn:03463336n
d004.s006.t008	logo	logo	N	bn:00051872n
d004.s006.t009	on		X	n/a
d004.s006.t010	one		X	n/a
d004.s006.t011	side	side	N	bn:00032604n
d004.s006.t012	and		X	n/a
d004.s006.t013	with		X	n/a
d004.s006.t014	the		X	n/a
d004.s006.t015	letters	letter	N	bn:00003057n
d004.s006.t016	MPT	mpt	N	n/a
d004.s006.t017	and		X	n/a
d004.s006.t018	the		X	n/a
d004.s006.t019	quantity	quantity	N	bn:00003603n
d004.s006.t020	of		X	n/a
d004.s006.t021	maropitant	maropitant	N	bn:00923812n
d004.s006.t022	on		X	n/a
d004.s006.t023	the		X	n/a
d004.s006.t024	other	other	J	bn:00108011a
d004.s006.t025	side	side	N	bn:00032604n
d004.s006.t026	.		X	n/a
d004.s007.t001	What		X	n/a
d004.s007.t002	is	be	V	n/a
d004.s007.t003	Cerenia	cerenia	N	bn:00923812n
d004.s007.t004	used	use	V	bn:00082705v
d004.s007.t005	for		X	n/a
d004.s007.t006	?		X	n/a
d004.s008.t001	Cerenia	cerenia	N	bn:00923812n
d004.s008.t002	is	be	V	n/a
d004.s008.t003	an		X	n/a
d004.s008.t004	anti-emetic	anti-emetic	N	bn:00004656n
d004.s008.t005	,		X	n/a
d004.s008.t006	this		X	n/a
d004.s008.t007	means	mean	V	bn:00089805v
d004.s008.t008	that		X	n/a
d004.s008.t009	it		X	n/a
d004.s008.t010	stops	stop	V	bn:00082787v
d004.s008.t011	vomiting	vomit	V	bn:00083115v
d004.s008.t012	.		X	n/a
d004.s009.t001	It		X	n/a
d004.s009.t002	is	be	V	n/a
d004.s009.t003	used	use	V	bn:00082705v
d004.s009.t004	in		X	n/a
d004.s009.t005	dogs	dog	N	bn:00015267n
d004.s009.t006	to		X	n/a
d004.s009.t007	prevent	prevent	V	bn:00088454v
d004.s009.t008	vomiting	vomit	V	bn:00083115v
d004.s009.t009	such	such	J	n/a
d004.s009.t010	as		X	n/a
d004.s009.t011	vomiting	vomit	V	bn:00083115v
d004.s009.t012	caused	cause	V	bn:00084069v
d004.s009.t013	by		X	n/a
d004.s009.t014	chemotherapy	chemotherapy	N	bn:00018141n
d004.s009.t015	(		X	n/a
d004.s009.t016	medicines	medicine	N	bn:00054128n
d004.s009.t017	used	use	V	bn:00082705v
d004.s009.t018	for		X	n/a
d004.s009.t019	the		X	n/a
d004.s009.t020	treatment	treatment	N	bn:00047235n
d004.s009.t021	of		X	n/a
d004.s009.t022	cancer	cancer	N	bn:00015180n
d004.s009.t023	,		X	n/a
d004.s009.t024	some		X	n/a
d004.s009.t025	of		X	n/a
d004.s009.t026	which		X	n/a
d004.s009.t027	are	be	V	n/a
d004.s009.t028	known	know	V	bn:00090142v
d004.s009.t029	to		X	n/a
d004.s009.t030	cause	cause	V	bn:00084069v
d004.s009.t031	vomiting	vomit	V	bn:00083115v
d004.s009.t032	)		X	n/a
d004.s009.t033	.		X	n/a
d004.s010.t001	In		X	n/a
d004.s010.t002	combination	combination	N	bn:00020872n
d004.s010.t003	with		X	n/a
d004.s010.t004	supportive	supportive	J	bn:00111492a
d004.s010.t005	measures	measure	N	bn:00054018n
d004.s010.t006	such	such	J	n/a
d004.s010.t007	as		X	n/a
d004.s010.t008	other	other	J	bn:00108011a
d004.s010.t009	veterinary	veterinary	J	bn:00113583a
d004.s010.t010	treatment	treatment	N	bn:00047235n
d004.s010.t011	or		X	n/a
d004.s010.t012	a		X	n/a
d004.s010.t013	special	special	J	bn:00108295a
d004.s010.t014	diet	diet	N	bn:00027011n
d004.s010.t015	,		X	n/a
d004.s010.t016	Cerenia	cerenia	N	bn:00923812n
d004.s010.t017	can		X	n/a
d004.s010.t018	also	also	R	bn:00114246r
d004.s010.t019	be	be	V	n/a
d004.s010.t020	used	use	V	bn:00082705v
d004.s010.t021	in		X	n/a
d004.s010.t022	the		X	n/a
d004.s010.t023	treatment	treatment	N	bn:00047235n
d004.s010.t024	of		X	n/a
d004.s010.t025	vomiting	vomiting	N	bn:00027565n
d004.s010.t026	(		X	n/a
d004.s010.t027	either		X	n/a
d004.s010.t028	as		X	n/a
d004.s010.t029	injection	injection	N	bn:00046787n
d004.s010.t030	or		X	n/a
d004.s010.t031	as		X	n/a
d004.s010.t032	injection	injection	N	bn:00046787n
d004.s010.t033	followed	follow	V	bn:00088425v
d004.s010.t034	by		X	n/a
d004.s010.t035	tablets	tablet	N	bn:00052222n
d004.s010.t036	)		X	n/a
d004.s010.t037	.		X	n/a
d004.s011.t001	For		X	n/a
d004.s011.t002	these		X	n/a
d004.s011.t003	purposes	purpose	N	bn:00002178n
d004.s011.t004	,		X	n/a
d004.s011.t005	Cerenia	cerenia	N	bn:00923812n
d004.s011.t006	can		X	n/a
d004.s011.t007	be	be	V	n/a
d004.s011.t008	given	give	V	bn:00088826v
d004.s011.t009	for		X	n/a
d004.s011.t010	up to	up to	J	n/a
d004.s011.t011	five		X	n/a
d004.s011.t012	days	day	N	bn:00025419n
d004.s012.t001	How		X	n/a
d004.s012.t002	does	do	V	n/a
d004.s012.t003	Cerenia	cerenia	N	bn:00923812n
d004.s012.t004	work	work	V	n/a
d004.s012.t005	?		X	n/a
d004.s013.t001	Cerenia	cerenia	N	bn:00923812n
d004.s013.t002	blocks	block	V	bn:00083622v
d004.s013.t003	a		X	n/a
d004.s013.t004	neurokinin	neurokinin	N	bn:02560276n
d004.s013.t005	1		X	n/a
d004.s013.t006	(		X	n/a
d004.s013.t007	NK1	nk1	N	n/a
d004.s013.t008	)		X	n/a
d004.s013.t009	receptor	receptor	N	bn:00066514n
d004.s013.t010	,		X	n/a
d004.s013.t011	which		X	n/a
d004.s013.t012	acts	act	V	bn:00082285v
d004.s013.t013	in		X	n/a
d004.s013.t014	the		X	n/a
d004.s013.t015	central	central	J	bn:00099258a
d004.s013.t016	nervous	nervous	J	bn:00107232a
d004.s013.t017	system	system	N	bn:00075762n
d004.s013.t018	.		X	n/a
d004.s014.t001	How		X	n/a
d004.s014.t002	has	have	V	n/a
d004.s014.t003	Cerenia	cerenia	N	bn:00923812n
d004.s014.t004	been	be	V	n/a
d004.s014.t005	studied	study	V	bn:00082596v
d004.s014.t006	?		X	n/a
d004.s015.t001	A		X	n/a
d004.s015.t002	large	large	J	bn:00098342a
d004.s015.t003	number	number	N	bn:00034394n
d004.s015.t004	of		X	n/a
d004.s015.t005	studies	study	N	bn:00074790n
d004.s015.t006	with		X	n/a
d004.s015.t007	Cerenia	cerenia	N	bn:00923812n
d004.s015.t008	were	be	V	n/a
d004.s015.t009	carried	carry	V	n/a
d004.s015.t010	out	out	R	n/a
d004.s015.t011	either	either	R	n/a
d004.s015.t012	in		X	n/a
d004.s015.t013	laboratory	laboratory	N	bn:00049551n
d004.s015.t014	dogs	dog	N	bn:00015267n
d004.s015.t015	or		X	n/a
d004.s015.t016	in		X	n/a
d004.s015.t017	animal	animal	J	n/a
d004.s015.t018	patients	patient	N	bn:00061017n
d004.s015.t019	at		X	n/a
d004.s015.t020	veterinary	veterinary	J	bn:00113583a
d004.s015.t021	practises	practise	V	n/a
d004.s015.t022	in		X	n/a
d004.s015.t023	several	several	J	bn:00110469a
d004.s015.t024	European	european	J	bn:00102440a
d004.s015.t025	countries	country	N	bn:00011771n
d004.s015.t026	and		X	n/a
d004.s015.t027	in		X	n/a
d004.s015.t028	the		X	n/a
d004.s015.t029	USA	usa	N	bn:00003341n
d004.s015.t030	.		X	n/a
d004.s016.t001	What		X	n/a
d004.s016.t002	benefit	benefit	N	bn:00009905n
d004.s016.t003	has	have	V	n/a
d004.s016.t004	Cerenia	cerenia	N	bn:00923812n
d004.s016.t005	shown	show	V	bn:00083245v
d004.s016.t006	during		X	n/a
d004.s016.t007	the		X	n/a
d004.s016.t008	studies	study	N	bn:00074790n
d004.s016.t009	?		X	n/a
d004.s017.t001	The		X	n/a
d004.s017.t002	results	result	N	bn:00021961n
d004.s017.t003	of		X	n/a
d004.s017.t004	the		X	n/a
d004.s017.t005	studies	study	N	bn:00074790n
d004.s017.t006	showed	show	V	bn:00083245v
d004.s017.t007	that		X	n/a
d004.s017.t008	Cerenia	cerenia	N	bn:00923812n
d004.s017.t009	was	be	V	n/a
d004.s017.t010	more	more	R	bn:00116284r
d004.s017.t011	effective	effective	J	bn:00102038a
d004.s017.t012	than		X	n/a
d004.s017.t013	the		X	n/a
d004.s017.t014	placebo	placebo	N	bn:00062717n
d004.s017.t015	:		X	n/a
d004.s017.t016	less	less	J	bn:00105886a
d004.s017.t017	vomiting	vomiting	N	bn:00027565n
d004.s017.t018	was	be	V	n/a
d004.s017.t019	seen	see	V	bn:00082812v
d004.s017.t020	in		X	n/a
d004.s017.t021	dogs	dog	N	bn:00015267n
d004.s017.t022	that		X	n/a
d004.s017.t023	received	receive	V	bn:00087863v
d004.s017.t024	the		X	n/a
d004.s017.t025	medicine	medicine	N	bn:00054128n
d004.s017.t026	than		X	n/a
d004.s017.t027	in		X	n/a
d004.s017.t028	dogs	dog	N	bn:00015267n
d004.s017.t029	that		X	n/a
d004.s017.t030	received	receive	V	bn:00087863v
d004.s017.t031	a		X	n/a
d004.s017.t032	placebo	placebo	N	bn:00062717n
d004.s017.t033	,		X	n/a
d004.s017.t034	both		X	n/a
d004.s017.t035	in		X	n/a
d004.s017.t036	the		X	n/a
d004.s017.t037	treatment	treatment	N	bn:00047235n
d004.s017.t038	or		X	n/a
d004.s017.t039	in		X	n/a
d004.s017.t040	the		X	n/a
d004.s017.t041	prevention	prevention	N	bn:00008467n
d004.s017.t042	of		X	n/a
d004.s017.t043	vomiting	vomiting	N	bn:00027565n
d004.s017.t044	.		X	n/a
d004.s018.t001	The		X	n/a
d004.s018.t002	treatment	treatment	N	bn:00047235n
d004.s018.t003	of		X	n/a
d004.s018.t004	a		X	n/a
d004.s018.t005	vomiting	vomiting	N	bn:00027565n
d004.s018.t006	dog	dog	N	bn:00015267n
d004.s018.t007	should		X	n/a
d004.s018.t008	be	be	V	n/a
d004.s018.t009	started	start	V	bn:00083347v
d004.s018.t010	with		X	n/a
d004.s018.t011	the		X	n/a
d004.s018.t012	injection	injection	N	bn:00046787n
d004.s018.t013	,		X	n/a
d004.s018.t014	since		X	n/a
d004.s018.t015	vomiting	vomiting	N	bn:00027565n
d004.s018.t016	animals	animal	N	bn:00004222n
d004.s018.t017	might		X	n/a
d004.s018.t018	not	not	R	bn:00116360r
d004.s018.t019	be	be	V	n/a
d004.s018.t020	able	able	J	bn:00096151a
d004.s018.t021	to		X	n/a
d004.s018.t022	keep	keep	V	n/a
d004.s018.t023	a		X	n/a
d004.s018.t024	tablet	tablet	N	bn:00052222n
d004.s018.t025	down	down	R	n/a
d004.s018.t026	(		X	n/a
d004.s018.t027	as		X	n/a
d004.s018.t028	they		X	n/a
d004.s018.t029	might		X	n/a
d004.s018.t030	throw	throw	V	n/a
d004.s018.t031	the		X	n/a
d004.s018.t032	intact	intact	J	bn:00102278a
d004.s018.t033	tablet	tablet	N	bn:00052222n
d004.s018.t034	up	up	R	n/a
d004.s018.t035	again	again	R	bn:00114171r
d004.s018.t036	)		X	n/a
d004.s018.t037	.		X	n/a
d004.s019.t001	For		X	n/a
d004.s019.t002	follow-up	follow-up	N	bn:00035627n
d004.s019.t003	treatment	treatment	N	bn:00047235n
d004.s019.t004	,		X	n/a
d004.s019.t005	the		X	n/a
d004.s019.t006	animal	animal	J	n/a
d004.s019.t007	owner	owner	N	bn:00059954n
d004.s019.t008	can		X	n/a
d004.s019.t009	administer	administer	V	bn:00082365v
d004.s019.t010	the		X	n/a
d004.s019.t011	tablets	tablet	N	bn:00052222n
d004.s019.t012	to		X	n/a
d004.s019.t013	the		X	n/a
d004.s019.t014	dog	dog	N	bn:00015267n
d004.s019.t015	.		X	n/a
d004.s020.t001	Also	also	R	bn:00114246r
d004.s020.t002	,		X	n/a
d004.s020.t003	the		X	n/a
d004.s020.t004	treatment	treatment	N	bn:00047235n
d004.s020.t005	of		X	n/a
d004.s020.t006	vomiting	vomiting	N	bn:00027565n
d004.s020.t007	should		X	n/a
d004.s020.t008	only	only	R	bn:00114234r
d004.s020.t009	be	be	V	n/a
d004.s020.t010	together	together	R	n/a
d004.s020.t011	with		X	n/a
d004.s020.t012	other	other	J	bn:00108011a
d004.s020.t013	supportive	supportive	J	bn:00111492a
d004.s020.t014	measure	measure	N	bn:00054018n
d004.s020.t015	or		X	n/a
d004.s020.t016	other	other	J	bn:00108011a
d004.s020.t017	veterinary	veterinary	J	bn:00113583a
d004.s020.t018	therapy	therapy	N	bn:00076843n
d004.s020.t019	while		X	n/a
d004.s020.t020	addressing	address	V	bn:00082336v
d004.s020.t021	the		X	n/a
d004.s020.t022	underlying	underlie	V	bn:00095360v
d004.s020.t023	causes	cause	N	bn:00016850n
d004.s020.t024	of		X	n/a
d004.s020.t025	the		X	n/a
d004.s020.t026	vomiting	vomiting	N	bn:00027565n
d004.s020.t027	.		X	n/a
d004.s021.t001	What		X	n/a
d004.s021.t002	is	be	V	n/a
d004.s021.t003	the		X	n/a
d004.s021.t004	risk	risk	N	bn:00030747n
d004.s021.t005	associated	associate	V	bn:00082868v
d004.s021.t006	with		X	n/a
d004.s021.t007	Cerenia	cerenia	N	bn:00923812n
d004.s021.t008	?		X	n/a
d004.s022.t001	Cerenia	cerenia	N	bn:00923812n
d004.s022.t002	was	be	V	n/a
d004.s022.t003	generally	generally	R	bn:00114634r
d004.s022.t004	well	well	R	bn:00115530r
d004.s022.t005	tolerated	tolerate	V	bn:00095008v
d004.s022.t006	when		X	n/a
d004.s022.t007	administered	administer	V	bn:00082365v
d004.s022.t008	daily	daily	R	bn:00114917r
d004.s022.t009	at		X	n/a
d004.s022.t010	dosages	dosage	N	bn:00028320n
d004.s022.t011	up	up	R	n/a
d004.s022.t012	to		X	n/a
d004.s022.t013	5		X	n/a
d004.s022.t014	times	time	N	bn:00019848n
d004.s022.t015	the		X	n/a
d004.s022.t016	recommended	recommend	V	bn:00082418v
d004.s022.t017	doses	dose	N	bn:00028320n
d004.s022.t018	for		X	n/a
d004.s022.t019	an		X	n/a
d004.s022.t020	extended	extended	J	bn:00101795a
d004.s022.t021	period	period	N	bn:00061605n
d004.s022.t022	of		X	n/a
d004.s022.t023	time	time	N	bn:00077267n
d004.s022.t024	(		X	n/a
d004.s022.t025	up	up	R	n/a
d004.s022.t026	to		X	n/a
d004.s022.t027	3		X	n/a
d004.s022.t028	times	time	N	bn:00019848n
d004.s022.t029	the		X	n/a
d004.s022.t030	recommended	recommended	J	n/a
d004.s022.t031	maximum	maximum	J	bn:00106517a
d004.s022.t032	duration	duration	N	bn:00022191n
d004.s022.t033	of		X	n/a
d004.s022.t034	treatment	treatment	N	bn:00047235n
d004.s022.t035	)		X	n/a
d004.s022.t036	.		X	n/a
d004.s023.t001	What		X	n/a
d004.s023.t002	are	be	V	n/a
d004.s023.t003	the		X	n/a
d004.s023.t004	precautions	precaution	N	bn:00042049n
d004.s023.t005	for		X	n/a
d004.s023.t006	the		X	n/a
d004.s023.t007	person	person	N	bn:00046516n
d004.s023.t008	who		X	n/a
d004.s023.t009	gives	give	V	bn:00088826v
d004.s023.t010	the		X	n/a
d004.s023.t011	medicine	medicine	N	bn:00054128n
d004.s023.t012	or		X	n/a
d004.s023.t013	comes	come	V	n/a
d004.s023.t014	into		X	n/a
d004.s023.t015	contact	contact	N	bn:00022113n
d004.s023.t016	with		X	n/a
d004.s023.t017	the		X	n/a
d004.s023.t018	animal	animal	N	bn:00004222n
d004.s023.t019	?		X	n/a
d004.s024.t001	Cerenia	cerenia	N	bn:00923812n
d004.s024.t002	does	do	V	n/a
d004.s024.t003	not	not	R	bn:00116360r
d004.s024.t004	represent	represent	V	bn:00083187v
d004.s024.t005	a		X	n/a
d004.s024.t006	particular	particular	J	bn:00102398a
d004.s024.t007	risk	risk	N	bn:00030747n
d004.s024.t008	for		X	n/a
d004.s024.t009	people	people	N	bn:00044382n
d004.s024.t010	.		X	n/a